latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type,region
-3.29671,105.02805,323.29,0.47,0.48,2023-09-03,1848,N,VIIRS,n,2,292.16,2.45,N,0,sumatra
-3.2606,105.3234,314.19,0.49,0.49,2023-09-03,1848,N,VIIRS,n,2,292.01,2.53,N,0,sumatra
-3.25992,105.31893,321.26,0.49,0.49,2023-09-03,1848,N,VIIRS,n,2,292.51,2.53,N,0,sumatra
-3.25677,105.32855,321.55,0.5,0.49,2023-09-03,1848,N,VIIRS,n,2,294.29,4.25,N,0,sumatra
-3.25659,104.99835,319.85,0.47,0.48,2023-09-03,1848,N,VIIRS,n,2,290.37,1.94,N,0,sumatra
-3.25638,104.99921,316.8,0.47,0.48,2023-09-03,1848,N,VIIRS,n,2,290.22,1.63,N,0,sumatra
-3.25609,105.32408,316.91,0.49,0.49,2023-09-03,1848,N,VIIRS,n,2,293.83,2.53,N,0,sumatra
-3.25542,105.3196,311.73,0.49,0.49,2023-09-03,1848,N,VIIRS,n,2,293.3,2.53,N,0,sumatra
-3.24957,104.98203,313.55,0.47,0.48,2023-09-03,1848,N,VIIRS,n,2,289.12,1.49,N,0,sumatra
-3.24948,104.98285,313.78,0.47,0.48,2023-09-03,1848,N,VIIRS,n,2,289.43,1.2,N,0,sumatra
-3.23832,104.99674,325.88,0.47,0.48,2023-09-03,1848,N,VIIRS,n,2,287.28,3.52,N,0,sumatra
-3.23767,104.99248,327.09,0.47,0.48,2023-09-03,1848,N,VIIRS,n,2,289.4,3.52,N,0,sumatra
-3.08811,103.10863,330.07,0.53,0.42,2023-09-03,1848,N,VIIRS,n,2,291.79,4.39,N,0,sumatra
-3.08794,103.11055,324.38,0.53,0.42,2023-09-03,1848,N,VIIRS,n,2,291.47,2.38,N,0,sumatra
-2.85629,104.66612,299.08,0.44,0.46,2023-09-03,1848,N,VIIRS,n,2,280.76,0.99,N,0,sumatra
-2.68125,104.14799,323.61,0.41,0.45,2023-09-03,1848,N,VIIRS,n,2,292.03,1.95,N,0,sumatra
-2.67713,104.14861,307.8,0.41,0.45,2023-09-03,1848,N,VIIRS,n,2,292.26,0.62,N,0,sumatra
-2.56336,103.2282,308.18,0.54,0.42,2023-09-03,1848,N,VIIRS,n,2,292.16,1.17,N,0,sumatra
-2.56189,103.22552,302.78,0.53,0.42,2023-09-03,1848,N,VIIRS,n,2,291.53,1.32,N,0,sumatra
-2.52306,102.88274,306.19,0.51,0.41,2023-09-03,1848,N,VIIRS,n,2,290.83,0.78,N,0,sumatra
-2.29864,104.25729,306.97,0.41,0.45,2023-09-03,1848,N,VIIRS,n,2,290.42,2.18,N,0,sumatra
-2.29809,104.25359,319.29,0.41,0.45,2023-09-03,1848,N,VIIRS,n,2,292.02,2.18,N,0,sumatra
-2.29753,104.24991,328.85,0.41,0.45,2023-09-03,1848,N,VIIRS,n,2,293.03,2.44,N,0,sumatra
-2.29698,104.24622,302.97,0.41,0.45,2023-09-03,1848,N,VIIRS,n,2,290.48,2.44,N,0,sumatra
-2.29643,104.24254,309.76,0.41,0.45,2023-09-03,1848,N,VIIRS,n,2,290.59,1.68,N,0,sumatra
-2.29396,104.25423,342.08,0.41,0.45,2023-09-03,1848,N,VIIRS,n,2,294.61,6.11,N,0,sumatra
-2.29341,104.25053,336.48,0.41,0.45,2023-09-03,1848,N,VIIRS,n,2,294.46,6.91,N,0,sumatra
-2.29285,104.24686,348.53,0.41,0.45,2023-09-03,1848,N,VIIRS,n,2,296.05,6.91,N,0,sumatra
-2.2923,104.24317,324.38,0.41,0.45,2023-09-03,1848,N,VIIRS,n,2,292.56,4.96,N,0,sumatra
-2.29175,104.23949,323.99,0.41,0.45,2023-09-03,1848,N,VIIRS,n,2,292.07,4.96,N,0,sumatra
-2.28983,104.25486,341.33,0.41,0.45,2023-09-03,1848,N,VIIRS,n,2,295.23,6.11,N,0,sumatra
-2.28928,104.25117,345.74,0.41,0.45,2023-09-03,1848,N,VIIRS,n,2,296.45,6.91,N,0,sumatra
-2.28873,104.24749,339.02,0.41,0.45,2023-09-03,1848,N,VIIRS,n,2,295.13,6.91,N,0,sumatra
-2.28818,104.24381,345.93,0.41,0.45,2023-09-03,1848,N,VIIRS,n,2,295.59,4.96,N,0,sumatra
-2.28763,104.24013,331.75,0.41,0.45,2023-09-03,1848,N,VIIRS,n,2,293.48,4.96,N,0,sumatra
-2.28722,104.25462,332.37,0.41,0.45,2023-09-03,1848,N,VIIRS,n,2,292.99,4.49,N,0,sumatra
-2.28664,104.25095,340.76,0.41,0.45,2023-09-03,1848,N,VIIRS,n,2,295.5,3.06,N,0,sumatra
-2.28607,104.24726,321.98,0.41,0.45,2023-09-03,1848,N,VIIRS,n,2,292.63,3.06,N,0,sumatra
-2.2857,104.25549,317.67,0.41,0.45,2023-09-03,1848,N,VIIRS,n,2,291.39,2.18,N,0,sumatra
-2.28549,104.24359,334.54,0.41,0.45,2023-09-03,1848,N,VIIRS,n,2,294.16,3.59,N,0,sumatra
-2.28515,104.25181,332.47,0.41,0.45,2023-09-03,1848,N,VIIRS,n,2,293.85,2.66,N,0,sumatra
-2.28491,104.23991,316.6,0.41,0.45,2023-09-03,1848,N,VIIRS,n,2,292.08,3.59,N,0,sumatra
-2.2846,104.24812,321.32,0.41,0.45,2023-09-03,1848,N,VIIRS,n,2,292.6,2.66,N,0,sumatra
-2.28405,104.24443,313.64,0.41,0.45,2023-09-03,1848,N,VIIRS,n,2,291.95,1.49,N,0,sumatra
-2.2835,104.24075,304.06,0.41,0.45,2023-09-03,1848,N,VIIRS,n,2,291.14,1.49,N,0,sumatra
-2.28252,104.25157,309.58,0.41,0.45,2023-09-03,1848,N,VIIRS,n,2,290.65,3.06,N,0,sumatra
-2.28194,104.24789,312.63,0.41,0.45,2023-09-03,1848,N,VIIRS,n,2,291.48,3.06,N,0,sumatra
-2.28048,104.24875,303.95,0.41,0.45,2023-09-03,1848,N,VIIRS,n,2,290.71,2.66,N,0,sumatra
-2.20114,101.06712,303.7,0.42,0.38,2023-09-03,1848,N,VIIRS,n,2,289.23,0.83,N,0,sumatra
-2.10089,103.79733,307.3,0.57,0.43,2023-09-03,1848,N,VIIRS,n,2,292.58,0.77,N,2,sumatra
-1.77213,103.11079,306.27,0.51,0.41,2023-09-03,1848,N,VIIRS,n,2,291.46,0.78,N,0,sumatra
-1.73204,105.99162,308.06,0.52,0.5,2023-09-03,1848,N,VIIRS,n,2,293.48,1.34,N,0,sumatra
-1.47475,103.50755,309.36,0.54,0.42,2023-09-03,1848,N,VIIRS,n,2,291.74,1.52,N,0,sumatra
-1.38566,102.30943,306.72,0.46,0.39,2023-09-03,1848,N,VIIRS,n,2,288.92,0.83,N,0,sumatra
-1.29128,102.56884,304.27,0.48,0.4,2023-09-03,1848,N,VIIRS,n,2,290.76,1,N,0,sumatra
-1.27206,102.54144,310.48,0.47,0.4,2023-09-03,1848,N,VIIRS,n,2,290.53,1.35,N,0,sumatra
-1.20387,103.3817,311.03,0.52,0.42,2023-09-03,1848,N,VIIRS,n,2,291.24,1.38,N,2,sumatra
-1.19019,103.36937,313.54,0.52,0.42,2023-09-03,1848,N,VIIRS,n,2,291.38,1.56,N,2,sumatra
-1.16768,103.33649,304.28,0.52,0.42,2023-09-03,1848,N,VIIRS,n,2,291.36,0.98,N,2,sumatra
-1.06328,103.24309,303.77,0.51,0.41,2023-09-03,1848,N,VIIRS,n,2,291.74,0.55,N,2,sumatra
-1.02418,103.36162,304.1,0.52,0.42,2023-09-03,1848,N,VIIRS,n,2,291.46,0.54,N,0,sumatra
-0.59626,104.33653,315.58,0.39,0.44,2023-09-03,1848,N,VIIRS,n,2,293.6,2.05,N,0,sumatra
-0.59221,104.33714,315.89,0.39,0.44,2023-09-03,1848,N,VIIRS,n,2,293.01,1.8,N,0,sumatra
-0.5806,104.39691,308.97,0.39,0.44,2023-09-03,1848,N,VIIRS,n,2,293.53,2.39,N,0,sumatra
-0.5805,104.39651,309.06,0.39,0.44,2023-09-03,1848,N,VIIRS,n,2,293.48,2.49,N,0,sumatra
-0.55835,102.69219,304.1,0.47,0.4,2023-09-03,1848,N,VIIRS,n,2,291.05,0.88,N,0,sumatra
-0.55469,102.69276,311.88,0.47,0.4,2023-09-03,1848,N,VIIRS,n,2,291.78,1.7,N,0,sumatra
-0.55103,102.69331,307.14,0.47,0.4,2023-09-03,1848,N,VIIRS,n,2,291.57,1.7,N,0,sumatra
-0.55037,102.68906,318.5,0.47,0.4,2023-09-03,1848,N,VIIRS,n,2,291.9,1.7,N,0,sumatra
-0.54671,102.68963,308.39,0.47,0.4,2023-09-03,1848,N,VIIRS,n,2,291.86,1.72,N,0,sumatra
-0.54605,102.68538,314.92,0.47,0.4,2023-09-03,1848,N,VIIRS,n,2,291.33,2.65,N,0,sumatra
-0.54239,102.68594,323.01,0.47,0.4,2023-09-03,1848,N,VIIRS,n,2,293,2.65,N,0,sumatra
-0.52099,102.5469,304.26,0.47,0.39,2023-09-03,1848,N,VIIRS,n,2,287.93,0.82,N,0,sumatra
-0.52035,102.54272,302.41,0.47,0.39,2023-09-03,1848,N,VIIRS,n,2,287.65,0.86,N,0,sumatra
-0.51736,102.54745,306.65,0.47,0.39,2023-09-03,1848,N,VIIRS,n,2,288.2,0.78,N,0,sumatra
-0.51671,102.54327,305.13,0.47,0.39,2023-09-03,1848,N,VIIRS,n,2,288.25,1.08,N,0,sumatra
-0.45579,102.1713,302.41,0.45,0.39,2023-09-03,1848,N,VIIRS,n,2,287.27,0.48,N,0,sumatra
0.19523,102.50038,304.71,0.46,0.39,2023-09-03,1848,N,VIIRS,n,2,290.9,1.62,N,0,sumatra
-4.44569,105.57464,312.6,0.54,0.5,2023-09-03,1849,N,VIIRS,n,2,292.8,2.22,N,0,sumatra
-4.36493,104.89613,309.43,0.48,0.48,2023-09-03,1849,N,VIIRS,n,2,292.05,1.13,N,0,sumatra
-3.79122,103.81722,305.26,0.4,0.44,2023-09-03,1849,N,VIIRS,n,2,293.91,0.76,N,0,sumatra
-3.78814,103.71444,306.09,0.4,0.44,2023-09-03,1849,N,VIIRS,n,2,294.15,1.43,N,0,sumatra
-3.75977,103.85928,305.52,0.4,0.45,2023-09-03,1849,N,VIIRS,n,2,293.28,1.23,N,0,sumatra
-3.72801,103.7019,315.23,0.39,0.44,2023-09-03,1849,N,VIIRS,n,2,293.48,3.97,N,0,sumatra
-3.72394,103.70248,349.75,0.39,0.44,2023-09-03,1849,N,VIIRS,n,2,295.84,3.97,N,0,sumatra
-3.67827,103.70186,321.94,0.39,0.44,2023-09-03,1849,N,VIIRS,n,2,293.99,2.06,N,0,sumatra
-3.60834,103.73429,303.98,0.39,0.44,2023-09-03,1849,N,VIIRS,n,2,292.84,0.49,N,0,sumatra
-4.75382,105.35511,348.95,0.44,0.62,2023-09-04,547,N,VIIRS,n,2,296.76,6.02,D,0,sumatra
-4.75354,105.35517,343,0.44,0.62,2023-09-04,547,N,VIIRS,n,2,296.46,7.29,D,0,sumatra
-4.59412,104.97602,337.28,0.46,0.64,2023-09-04,547,N,VIIRS,n,2,297.49,4.73,D,0,sumatra
-4.55404,105.35236,331.71,0.44,0.62,2023-09-04,547,N,VIIRS,n,2,294.46,7.59,D,0,sumatra
-4.54993,105.33958,330.02,0.44,0.62,2023-09-04,547,N,VIIRS,n,2,294.19,3.55,D,0,sumatra
-4.54938,105.34357,334.53,0.44,0.62,2023-09-04,547,N,VIIRS,n,2,292.73,3.55,D,0,sumatra
-4.48395,104.06663,333.13,0.53,0.67,2023-09-04,547,N,VIIRS,n,2,296.08,4.55,D,0,sumatra
-4.48146,104.06891,333.1,0.53,0.67,2023-09-04,547,N,VIIRS,n,2,296.31,4.65,D,0,sumatra
-4.39858,105.78526,333.7,0.4,0.6,2023-09-04,547,N,VIIRS,n,2,296.22,2.56,D,0,sumatra
-4.37248,105.46591,337.53,0.42,0.61,2023-09-04,547,N,VIIRS,n,2,295.99,8.71,D,0,sumatra
-4.37192,105.46981,330.17,0.42,0.61,2023-09-04,547,N,VIIRS,n,2,295.61,8.79,D,0,sumatra
-4.36842,105.45347,355.9,0.43,0.62,2023-09-04,547,N,VIIRS,n,2,300.32,23.68,D,0,sumatra
-4.36787,105.45736,367,0.43,0.62,2023-09-04,547,N,VIIRS,h,2,300.9,23.68,D,0,sumatra
-4.36732,105.46125,340.77,0.43,0.62,2023-09-04,547,N,VIIRS,n,2,299.25,8.71,D,0,sumatra
-4.36676,105.46515,334.05,0.42,0.61,2023-09-04,547,N,VIIRS,n,2,297.79,8.71,D,0,sumatra
-4.35149,105.49077,344.47,0.42,0.61,2023-09-04,547,N,VIIRS,n,2,295.94,7.82,D,0,sumatra
-4.35031,105.37501,342.77,0.43,0.62,2023-09-04,547,N,VIIRS,n,2,295.15,5.74,D,0,sumatra
-4.34579,105.48999,339.07,0.42,0.61,2023-09-04,547,N,VIIRS,n,2,296.03,4.72,D,0,sumatra
-4.34457,105.37419,367,0.43,0.62,2023-09-04,547,N,VIIRS,h,2,294.43,5.74,D,0,sumatra
-4.32546,105.37565,338.17,0.43,0.62,2023-09-04,547,N,VIIRS,n,2,294.72,3.88,D,0,sumatra
-4.32488,105.37958,332.59,0.43,0.62,2023-09-04,547,N,VIIRS,n,2,294.95,3.88,D,0,sumatra
-4.32105,105.37498,330.85,0.43,0.62,2023-09-04,547,N,VIIRS,n,2,294.27,8.07,D,0,sumatra
-4.27794,102.95543,329.92,0.63,0.72,2023-09-04,547,N,VIIRS,n,2,294.26,5.25,D,0,sumatra
-4.27134,102.95397,338.2,0.63,0.72,2023-09-04,547,N,VIIRS,n,2,293.45,5.25,D,0,sumatra
-4.2351,105.51798,331.93,0.42,0.61,2023-09-04,547,N,VIIRS,n,2,295.59,3.6,D,0,sumatra
-4.21447,105.33239,367,0.43,0.62,2023-09-04,547,N,VIIRS,h,2,297,16.27,D,0,sumatra
-4.21403,105.33228,367,0.43,0.62,2023-09-04,547,N,VIIRS,h,2,297.86,16.84,D,0,sumatra
-4.17727,105.00907,351.89,0.45,0.63,2023-09-04,547,N,VIIRS,n,2,298.01,7.43,D,0,sumatra
-4.17139,105.00827,339.08,0.45,0.63,2023-09-04,547,N,VIIRS,n,2,296.1,7.43,D,0,sumatra
-3.7484,104.718,335.2,0.47,0.64,2023-09-04,547,N,VIIRS,n,2,291.95,2.27,D,0,sumatra
-3.72559,103.70276,367,0.55,0.68,2023-09-04,547,N,VIIRS,h,2,301.61,13.72,D,0,sumatra
-3.72277,103.70194,353.74,0.55,0.68,2023-09-04,547,N,VIIRS,n,2,299.22,14.68,D,0,sumatra
-3.69375,105.26212,341.77,0.43,0.62,2023-09-04,547,N,VIIRS,n,2,295.69,6.21,D,0,sumatra
-3.69256,105.26205,341.26,0.43,0.62,2023-09-04,547,N,VIIRS,n,2,295.57,6.01,D,0,sumatra
-3.51755,103.43222,336.81,0.57,0.69,2023-09-04,547,N,VIIRS,n,2,295.38,5.03,D,0,sumatra
-3.51401,104.86915,331.18,0.45,0.63,2023-09-04,547,N,VIIRS,n,2,297.98,6.81,D,0,sumatra
-3.5134,104.87328,367,0.45,0.63,2023-09-04,547,N,VIIRS,h,2,300.66,14.7,D,0,sumatra
-3.51309,103.42918,335.17,0.57,0.69,2023-09-04,547,N,VIIRS,n,2,294.97,5.55,D,0,sumatra
-3.48229,104.88166,332.38,0.45,0.63,2023-09-04,547,N,VIIRS,n,2,300.37,8.47,D,0,sumatra
-3.48169,104.88582,367,0.45,0.63,2023-09-04,547,N,VIIRS,h,2,301.93,13.12,D,0,sumatra
-3.46649,104.86681,367,0.45,0.63,2023-09-04,547,N,VIIRS,h,2,300.07,11.2,D,0,sumatra
-3.46122,104.86182,334.44,0.45,0.63,2023-09-04,547,N,VIIRS,n,2,296.53,12.87,D,0,sumatra
-3.46063,104.86597,367,0.45,0.63,2023-09-04,547,N,VIIRS,h,2,298.75,11.2,D,0,sumatra
-3.46004,104.87012,344.97,0.45,0.63,2023-09-04,547,N,VIIRS,n,2,298.3,11.2,D,0,sumatra
-3.41187,104.71844,344.27,0.46,0.64,2023-09-04,547,N,VIIRS,n,2,296.29,4.13,D,0,sumatra
-3.39212,105.42595,332.85,0.41,0.61,2023-09-04,547,N,VIIRS,n,2,296.42,3.84,D,0,sumatra
-3.34947,105.02569,367,0.44,0.62,2023-09-04,547,N,VIIRS,h,2,295.51,10.66,D,0,sumatra
-3.34889,105.02969,355.72,0.44,0.62,2023-09-04,547,N,VIIRS,n,2,297.08,10.66,D,0,sumatra
-3.34831,105.03374,349.15,0.44,0.62,2023-09-04,547,N,VIIRS,n,2,296.69,13.96,D,0,sumatra
-3.33673,105.03211,342.84,0.44,0.62,2023-09-04,547,N,VIIRS,n,2,298.71,4.19,D,0,sumatra
-3.33615,105.03613,332.07,0.44,0.62,2023-09-04,547,N,VIIRS,n,2,299.2,4.19,D,0,sumatra
-3.33094,105.0313,331.57,0.44,0.62,2023-09-04,547,N,VIIRS,n,2,296.57,4.19,D,0,sumatra
-3.33036,105.03532,336.19,0.44,0.62,2023-09-04,547,N,VIIRS,n,2,297.2,4.19,D,0,sumatra
-3.32573,105.02646,342.39,0.44,0.62,2023-09-04,547,N,VIIRS,n,2,291.79,9.33,D,0,sumatra
-3.32515,105.03048,352.68,0.44,0.62,2023-09-04,547,N,VIIRS,n,2,299.93,20.68,D,0,sumatra
-3.32458,105.03448,351.49,0.44,0.62,2023-09-04,547,N,VIIRS,n,2,294.37,20.68,D,0,sumatra
-3.32109,105.01757,332.49,0.44,0.62,2023-09-04,547,N,VIIRS,n,2,296.37,5.36,D,0,sumatra
-3.32051,105.02161,345.44,0.44,0.62,2023-09-04,547,N,VIIRS,n,2,298.1,9.33,D,0,sumatra
-3.31994,105.02565,367,0.44,0.62,2023-09-04,547,N,VIIRS,h,2,298.91,9.33,D,0,sumatra
-3.31936,105.02967,346.42,0.44,0.62,2023-09-04,547,N,VIIRS,n,2,292.91,20.68,D,0,sumatra
-3.31472,105.02082,349.15,0.44,0.62,2023-09-04,547,N,VIIRS,n,2,299.02,8.62,D,0,sumatra
-3.31415,105.02483,352.87,0.44,0.62,2023-09-04,547,N,VIIRS,n,2,299.94,8.62,D,0,sumatra
-3.31405,105.0207,344.06,0.44,0.62,2023-09-04,547,N,VIIRS,n,2,298.5,6.2,D,0,sumatra
-3.31358,105.02885,335.4,0.44,0.62,2023-09-04,547,N,VIIRS,n,2,296.87,9.78,D,0,sumatra
-3.31345,105.0247,338.34,0.44,0.62,2023-09-04,547,N,VIIRS,n,2,298.78,6.2,D,0,sumatra
-3.26587,103.11049,329,0.59,0.7,2023-09-04,547,N,VIIRS,n,2,293.83,2.56,D,0,sumatra
-3.26039,105.32162,331.13,0.42,0.61,2023-09-04,547,N,VIIRS,n,2,293.94,4.44,D,0,sumatra
-3.26019,103.11235,341.52,0.59,0.7,2023-09-04,547,N,VIIRS,n,2,293.92,7.32,D,0,sumatra
-3.25934,103.10957,329,0.59,0.7,2023-09-04,547,N,VIIRS,n,2,293.36,2.56,D,0,sumatra
-3.25446,104.9836,337,0.44,0.62,2023-09-04,547,N,VIIRS,n,2,295.13,6.33,D,0,sumatra
-3.25387,104.98763,367,0.44,0.62,2023-09-04,547,N,VIIRS,h,2,296.44,11.59,D,0,sumatra
-3.24866,104.9828,351.03,0.44,0.62,2023-09-04,547,N,VIIRS,n,2,293.48,13.15,D,0,sumatra
-3.24807,104.98684,367,0.44,0.62,2023-09-04,547,N,VIIRS,h,2,297.12,23.32,D,0,sumatra
-3.24053,104.9981,331.06,0.44,0.62,2023-09-04,547,N,VIIRS,n,2,298.85,4.9,D,0,sumatra
-3.23532,104.99329,345.14,0.44,0.62,2023-09-04,547,N,VIIRS,n,2,297.99,7.2,D,0,sumatra
-3.20997,105.32994,367,0.42,0.61,2023-09-04,547,N,VIIRS,h,2,291.96,6.11,D,0,sumatra
-3.18545,104.64405,367,0.46,0.64,2023-09-04,547,N,VIIRS,h,2,299.88,10.86,D,0,sumatra
-3.18484,104.64827,333.01,0.46,0.64,2023-09-04,547,N,VIIRS,n,2,297.6,10.13,D,0,sumatra
-3.13524,105.1533,332.24,0.43,0.62,2023-09-04,547,N,VIIRS,n,2,295.22,2.71,D,0,sumatra
-3.09728,102.73865,367,0.62,0.72,2023-09-04,547,N,VIIRS,h,2,291.57,19.97,D,0,sumatra
-3.09428,102.73386,367,0.62,0.72,2023-09-04,547,N,VIIRS,h,2,291.63,22.35,D,0,sumatra
-3.07888,105.22061,352.24,0.42,0.61,2023-09-04,547,N,VIIRS,n,2,300.6,7.3,D,0,sumatra
-3.04356,104.46408,367,0.48,0.64,2023-09-04,547,N,VIIRS,h,2,298.65,9.58,D,0,sumatra
-3.04338,105.04971,345.73,0.43,0.62,2023-09-04,547,N,VIIRS,n,2,297.26,6.61,D,0,sumatra
-3.04141,104.46447,367,0.48,0.64,2023-09-04,547,N,VIIRS,h,2,298.44,11.18,D,0,sumatra
-2.92281,102.62894,336.8,0.63,0.72,2023-09-04,547,N,VIIRS,n,2,286.76,6.18,D,0,sumatra
-2.85679,104.66609,367,0.46,0.63,2023-09-04,547,N,VIIRS,h,2,298.45,8.02,D,0,sumatra
-2.85618,104.67029,333.59,0.46,0.63,2023-09-04,547,N,VIIRS,n,2,296.07,8.02,D,0,sumatra
-2.8509,104.66527,336.9,0.46,0.63,2023-09-04,547,N,VIIRS,n,2,294.97,8.02,D,0,sumatra
-2.81974,103.36647,345.14,0.56,0.69,2023-09-04,547,N,VIIRS,n,2,291.45,8.5,D,0,sumatra
-2.81879,103.36551,341.86,0.56,0.69,2023-09-04,547,N,VIIRS,n,2,290.31,4.93,D,0,sumatra
-2.74853,103.35574,329.45,0.56,0.69,2023-09-04,547,N,VIIRS,n,2,291.89,4.52,D,0,sumatra
-2.74347,104.83981,337.75,0.44,0.63,2023-09-04,547,N,VIIRS,n,2,298.16,3.15,D,0,sumatra
-2.70222,105.91891,352.32,0.37,0.58,2023-09-04,547,N,VIIRS,n,2,296.09,6.98,D,0,sumatra
-2.67662,104.14268,330.52,0.49,0.65,2023-09-04,547,N,VIIRS,n,2,294.95,6.53,D,0,sumatra
-2.67129,104.13888,333.94,0.49,0.65,2023-09-04,547,N,VIIRS,n,2,294.19,4.55,D,0,sumatra
-2.67065,104.1434,344.16,0.49,0.65,2023-09-04,547,N,VIIRS,n,2,294.8,7.82,D,0,sumatra
-2.67055,104.14183,346.68,0.49,0.65,2023-09-04,547,N,VIIRS,n,2,294.34,6.53,D,0,sumatra
-2.52619,102.88136,328.98,0.6,0.7,2023-09-04,547,N,VIIRS,n,2,290.99,5.52,D,0,sumatra
-2.52538,102.88398,339.64,0.6,0.7,2023-09-04,547,N,VIIRS,n,2,290.98,5.38,D,0,sumatra
-2.39399,105.91468,332.54,0.37,0.58,2023-09-04,547,N,VIIRS,n,2,296.92,4.28,D,0,sumatra
-2.36501,105.96196,339.44,0.37,0.58,2023-09-04,547,N,VIIRS,n,2,299.55,3.8,D,0,sumatra
-2.29762,104.25037,332.5,0.48,0.65,2023-09-04,547,N,VIIRS,n,2,297.67,4.2,D,0,sumatra
-2.29697,104.25475,331.25,0.48,0.65,2023-09-04,547,N,VIIRS,n,2,298.08,4.2,D,0,sumatra
-2.29291,104.24077,329.77,0.48,0.65,2023-09-04,547,N,VIIRS,n,2,297.5,5.97,D,0,sumatra
-2.29226,104.24515,340.36,0.48,0.65,2023-09-04,547,N,VIIRS,n,2,298.89,5.97,D,0,sumatra
-2.29162,104.24953,343.78,0.48,0.65,2023-09-04,547,N,VIIRS,n,2,300.75,9.05,D,0,sumatra
-2.29097,104.2539,350.66,0.48,0.65,2023-09-04,547,N,VIIRS,n,2,301.82,9.05,D,0,sumatra
-2.28627,104.24428,331.6,0.48,0.65,2023-09-04,547,N,VIIRS,n,2,296.33,5.97,D,0,sumatra
-2.28498,104.25305,329.85,0.48,0.65,2023-09-04,547,N,VIIRS,n,2,295.85,9.05,D,0,sumatra
-2.22569,105.88244,354.43,0.37,0.58,2023-09-04,547,N,VIIRS,n,2,299.31,6.19,D,0,sumatra
-2.2252,105.8858,332.27,0.37,0.58,2023-09-04,547,N,VIIRS,n,2,297.77,5.67,D,0,sumatra
-2.22368,105.88062,367,0.37,0.58,2023-09-04,547,N,VIIRS,h,2,298.66,11.65,D,0,sumatra
-2.22317,105.88397,367,0.37,0.58,2023-09-04,547,N,VIIRS,h,2,299.42,16.75,D,0,sumatra
-2.22031,105.88166,367,0.37,0.58,2023-09-04,547,N,VIIRS,h,2,298.68,9.48,D,0,sumatra
-2.20204,104.7359,347.52,0.44,0.63,2023-09-04,547,N,VIIRS,n,2,298.05,4.97,D,0,sumatra
-2.16403,105.87537,367,0.37,0.58,2023-09-04,547,N,VIIRS,h,2,297.96,10.51,D,0,sumatra
-2.08209,105.92396,338.64,0.37,0.58,2023-09-04,547,N,VIIRS,n,2,295.11,2.66,D,0,sumatra
-2.00197,102.42251,331.68,0.63,0.72,2023-09-04,547,N,VIIRS,n,2,289.29,3.05,D,0,sumatra
-1.99717,105.88822,331.09,0.37,0.58,2023-09-04,547,N,VIIRS,n,2,295.43,1.65,D,0,sumatra
-1.83057,105.39548,332.63,0.39,0.6,2023-09-04,547,N,VIIRS,n,2,297.75,3.23,D,0,sumatra
-1.80912,105.53745,333.95,0.39,0.59,2023-09-04,547,N,VIIRS,n,2,296.97,2.75,D,0,sumatra
-1.78872,105.59877,343.92,0.38,0.59,2023-09-04,547,N,VIIRS,n,2,298.45,3.2,D,0,sumatra
-1.76262,105.66183,335.46,0.38,0.59,2023-09-04,547,N,VIIRS,n,2,299.2,3.48,D,0,sumatra
-1.76211,105.66522,331.52,0.38,0.59,2023-09-04,547,N,VIIRS,n,2,298.43,3.48,D,0,sumatra
-1.1631,102.37883,335.88,0.62,0.71,2023-09-04,548,N,VIIRS,n,2,283.03,5.28,D,0,sumatra
-1.01118,102.97327,327.1,0.56,0.69,2023-09-04,548,N,VIIRS,n,2,286.12,6.06,D,0,sumatra
0.77101,104.53176,327.95,0.41,0.61,2023-09-04,548,N,VIIRS,n,2,291.29,3.91,D,0,sumatra
0.77663,104.53091,338.08,0.41,0.61,2023-09-04,548,N,VIIRS,n,2,290.98,3.91,D,0,sumatra
-3.72845,103.70559,332.9,0.75,0.77,2023-09-04,727,N,VIIRS,n,2,297.6,6.47,D,0,sumatra
-3.72553,103.69987,334.9,0.74,0.76,2023-09-04,727,N,VIIRS,n,2,296.86,8.22,D,0,sumatra
-3.72432,103.70671,337.12,0.74,0.76,2023-09-04,727,N,VIIRS,n,2,297.92,15.52,D,0,sumatra
-3.72134,103.70432,335.42,0.75,0.77,2023-09-04,727,N,VIIRS,n,2,296.6,6.47,D,0,sumatra
-3.37648,101.9671,328.4,0.58,0.7,2023-09-04,727,N,VIIRS,n,2,291.93,3.72,D,0,sumatra
-2.90287,101.54866,329.59,0.55,0.68,2023-09-04,728,N,VIIRS,n,2,290.94,3.95,D,0,sumatra
-2.88671,102.79136,330.56,0.67,0.74,2023-09-04,728,N,VIIRS,n,2,292.52,4.43,D,0,sumatra
-2.86279,103.79063,330.33,0.78,0.78,2023-09-04,728,N,VIIRS,n,2,292.72,5.29,D,0,sumatra
-2.86138,103.78926,330.62,0.78,0.78,2023-09-04,728,N,VIIRS,n,2,291.66,5,D,0,sumatra
-2.64935,102.77596,367,0.67,0.74,2023-09-04,728,N,VIIRS,h,2,292.59,15.7,D,0,sumatra
-2.52464,102.88372,332.84,0.69,0.74,2023-09-04,728,N,VIIRS,n,2,291.3,7.2,D,0,sumatra
-2.49528,101.70856,355.82,0.58,0.69,2023-09-04,728,N,VIIRS,n,2,288.89,16.99,D,0,sumatra
