latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type,region,local_date
-2.57598,103.08407,298.41,0.34,0.56,2025-08-31,1759,N,VIIRS,n,2,280.12,1.41,N,0,sumatra,2025-09-01
-2.57434,103.08199,295.1,0.34,0.56,2025-08-31,1759,N,VIIRS,n,2,277.63,1.29,N,0,sumatra,2025-09-01
4.94033,97.40699,303.34,0.38,0.59,2025-08-31,1938,N,VIIRS,n,2,287.03,0.43,N,0,sumatra,2025-09-01
-4.67256,104.91479,331.89,0.41,0.37,2025-09-01,638,N,VIIRS,n,2,293.54,1.87,D,0,sumatra,2025-09-01
-3.51282,103.14013,332.79,0.39,0.36,2025-09-01,638,N,VIIRS,n,2,280.54,2.04,D,0,sumatra,2025-09-01
-3.48528,103.14593,344.7,0.39,0.36,2025-09-01,639,N,VIIRS,n,2,279.78,13.25,D,0,sumatra,2025-09-01
-3.46494,103.1677,335.37,0.39,0.36,2025-09-01,639,N,VIIRS,n,2,283.47,3.73,D,0,sumatra,2025-09-01
-3.13429,102.875,332.36,0.38,0.36,2025-09-01,639,N,VIIRS,n,2,294.26,7.41,D,0,sumatra,2025-09-01
-3.03693,102.73589,331.61,0.38,0.36,2025-09-01,639,N,VIIRS,n,2,293.3,3.5,D,0,sumatra,2025-09-01
-2.96673,102.68908,331.38,0.38,0.36,2025-09-01,639,N,VIIRS,n,2,293.77,2.51,D,0,sumatra,2025-09-01
-2.79832,101.54658,330.99,0.39,0.36,2025-09-01,639,N,VIIRS,n,2,290.65,3.88,D,0,sumatra,2025-09-01
-2.79274,103.58095,328.66,0.39,0.36,2025-09-01,639,N,VIIRS,n,2,291.84,2.69,D,0,sumatra,2025-09-01
-2.72417,103.74749,332.74,0.4,0.37,2025-09-01,639,N,VIIRS,n,2,280.88,3.04,D,0,sumatra,2025-09-01
-2.68608,102.99957,329.63,0.39,0.36,2025-09-01,639,N,VIIRS,n,2,286.46,2.06,D,0,sumatra,2025-09-01
-2.683,102.80003,337.74,0.38,0.36,2025-09-01,639,N,VIIRS,n,2,288.16,5.3,D,0,sumatra,2025-09-01
-2.68149,103.29774,334.17,0.39,0.36,2025-09-01,639,N,VIIRS,n,2,293.86,3.51,D,0,sumatra,2025-09-01
-2.67582,102.80249,340.77,0.38,0.36,2025-09-01,639,N,VIIRS,n,2,291.35,26.32,D,0,sumatra,2025-09-01
-2.65851,102.7822,329.82,0.38,0.36,2025-09-01,639,N,VIIRS,n,2,293.15,6.06,D,0,sumatra,2025-09-01
-2.65815,103.04858,337.09,0.39,0.36,2025-09-01,639,N,VIIRS,n,2,285.35,5.21,D,0,sumatra,2025-09-01
-2.65482,103.04807,337.61,0.39,0.36,2025-09-01,639,N,VIIRS,n,2,283.69,5.21,D,0,sumatra,2025-09-01
-2.64571,102.84392,337.79,0.38,0.36,2025-09-01,639,N,VIIRS,n,2,295.56,9.56,D,0,sumatra,2025-09-01
-2.63858,103.06971,329.89,0.39,0.36,2025-09-01,639,N,VIIRS,n,2,283.17,1.68,D,0,sumatra,2025-09-01
-2.57956,103.62752,332.67,0.39,0.36,2025-09-01,639,N,VIIRS,n,2,282.54,2.81,D,0,sumatra,2025-09-01
-2.55534,103.146,332.51,0.39,0.36,2025-09-01,639,N,VIIRS,n,2,279.9,5.5,D,0,sumatra,2025-09-01
-2.49931,103.11888,333.57,0.39,0.36,2025-09-01,639,N,VIIRS,n,2,281.06,5.43,D,0,sumatra,2025-09-01
-2.45092,102.94473,333.84,0.39,0.36,2025-09-01,639,N,VIIRS,n,2,288.97,3.46,D,0,sumatra,2025-09-01
-2.41678,102.94943,333.22,0.39,0.36,2025-09-01,639,N,VIIRS,n,2,291.54,10.72,D,0,sumatra,2025-09-01
-2.41625,102.9529,333.54,0.39,0.36,2025-09-01,639,N,VIIRS,n,2,290.8,12.65,D,0,sumatra,2025-09-01
-2.41345,102.94894,330.02,0.39,0.36,2025-09-01,639,N,VIIRS,n,2,288.48,10.72,D,0,sumatra,2025-09-01
-2.41292,102.9524,335.87,0.39,0.36,2025-09-01,639,N,VIIRS,n,2,289.07,12.65,D,0,sumatra,2025-09-01
-2.40626,102.95139,345.09,0.39,0.36,2025-09-01,639,N,VIIRS,n,2,291.62,11.77,D,0,sumatra,2025-09-01
-2.40566,102.79903,333.8,0.38,0.36,2025-09-01,639,N,VIIRS,n,2,292.76,3.16,D,0,sumatra,2025-09-01
-1.95119,105.44109,341.5,0.46,0.39,2025-09-01,639,N,VIIRS,n,2,278.93,8.62,D,0,sumatra,2025-09-01
-1.95038,105.44206,335.56,0.46,0.39,2025-09-01,639,N,VIIRS,n,2,279.07,12.56,D,0,sumatra,2025-09-01
-1.57161,103.68896,332.33,0.4,0.37,2025-09-01,639,N,VIIRS,n,2,287.9,3.27,D,0,sumatra,2025-09-01
1.31801,99.57878,330.07,0.42,0.38,2025-09-01,640,N,VIIRS,l,2,289.27,3.29,D,0,sumatra,2025-09-01
1.37905,104.16322,299.83,0.6,0.7,2025-09-01,1920,N,VIIRS,n,2,275.53,0.78,N,2,sumatra,2025-09-02
0.74512,101.46432,308.2,0.39,0.44,2025-09-02,1901,N,VIIRS,n,2,288.47,1.06,N,0,sumatra,2025-09-03
2.73797,102.3941,303.77,0.41,0.45,2025-09-02,1901,N,VIIRS,n,2,282.18,0.87,N,2,sumatra,2025-09-03
-1.56986,103.68903,306.36,0.58,0.52,2025-09-02,1902,N,VIIRS,n,2,274.19,2,N,0,sumatra,2025-09-03
-0.98604,103.33094,305.51,0.54,0.51,2025-09-02,1902,N,VIIRS,n,2,281.76,1.26,N,0,sumatra,2025-09-03
-1.20316,103.38266,339.77,0.33,0.55,2025-09-03,602,N,VIIRS,n,2,280.58,3.29,D,0,sumatra,2025-09-03
0.05361,100.70783,333.44,0.48,0.64,2025-09-03,602,N,VIIRS,n,2,283.56,4.5,D,0,sumatra,2025-09-03
1.78397,103.22469,331.88,0.6,0.53,2025-09-03,602,N,VIIRS,n,2,284.29,4.57,D,0,sumatra,2025-09-03
5.50098,105.20768,333.84,0.39,0.44,2025-09-03,603,N,VIIRS,n,2,281.5,4.68,D,3,sumatra,2025-09-03
4.55608,103.45857,312.01,0.4,0.37,2025-09-03,1841,N,VIIRS,n,2,272.08,1.35,N,0,sumatra,2025-09-04
5.49929,105.20815,310.31,0.45,0.39,2025-09-03,1841,N,VIIRS,n,2,269.77,1.58,N,3,sumatra,2025-09-04
5.50285,105.20873,323.94,0.45,0.39,2025-09-03,1841,N,VIIRS,n,2,271.34,2.54,N,3,sumatra,2025-09-04
5.64532,104.97864,315.77,0.44,0.38,2025-09-03,1841,N,VIIRS,n,2,289.06,3.77,N,3,sumatra,2025-09-04
1.64808,101.24781,297.9,0.38,0.36,2025-09-03,1842,N,VIIRS,n,2,285.15,0.97,N,0,sumatra,2025-09-04
1.67268,101.47767,314.29,0.38,0.36,2025-09-03,1842,N,VIIRS,n,2,287.22,1.21,N,2,sumatra,2025-09-04
1.67322,101.47423,309.48,0.38,0.36,2025-09-03,1842,N,VIIRS,n,2,288.01,1.21,N,2,sumatra,2025-09-04
1.80137,103.62408,325.1,0.42,0.38,2025-09-03,1842,N,VIIRS,n,2,288.28,2.69,N,0,sumatra,2025-09-04
2.56148,103.60669,302.75,0.41,0.37,2025-09-03,1842,N,VIIRS,n,2,286.9,0.83,N,0,sumatra,2025-09-04
-3.31592,104.11914,302.5,0.49,0.41,2025-09-03,1843,N,VIIRS,n,2,283.22,0.66,N,0,sumatra,2025-09-04
-1.57763,103.69791,302.09,0.45,0.39,2025-09-03,1843,N,VIIRS,n,2,284.64,0.55,N,0,sumatra,2025-09-04
-1.57575,103.68577,308.47,0.45,0.39,2025-09-03,1843,N,VIIRS,n,2,286.17,2.09,N,0,sumatra,2025-09-04
-1.57279,103.69037,330.27,0.45,0.39,2025-09-03,1843,N,VIIRS,n,2,286.3,2.09,N,0,sumatra,2025-09-04
-1.47274,102.61882,300.03,0.41,0.37,2025-09-03,1843,N,VIIRS,n,2,283.49,0.49,N,0,sumatra,2025-09-04
-1.20404,103.38269,305.23,0.43,0.38,2025-09-03,1843,N,VIIRS,n,2,289.17,0.96,N,0,sumatra,2025-09-04
-0.98689,103.3311,304,0.43,0.38,2025-09-03,1843,N,VIIRS,n,2,286.68,0.46,N,0,sumatra,2025-09-04
-0.74994,102.24416,306.69,0.4,0.37,2025-09-03,1843,N,VIIRS,n,2,290.42,0.5,N,0,sumatra,2025-09-04
0.16102,102.26535,303.67,0.39,0.36,2025-09-03,1843,N,VIIRS,n,2,290.38,0.52,N,0,sumatra,2025-09-04
3.27298,102.85689,326.76,0.63,0.72,2025-09-04,544,N,VIIRS,n,2,283.58,4.06,D,0,sumatra,2025-09-04
-1.99827,102.11333,341.74,0.48,0.65,2025-09-04,723,N,VIIRS,n,2,283.94,5.37,D,0,sumatra,2025-09-04
-1.84637,102.42081,331.2,0.51,0.66,2025-09-04,723,N,VIIRS,n,2,290.02,5.91,D,0,sumatra,2025-09-04
5.44381,95.71169,336.12,0.46,0.47,2025-09-04,725,N,VIIRS,n,2,295.11,4.66,D,0,sumatra,2025-09-04
5.47948,95.71219,340.2,0.46,0.47,2025-09-04,725,N,VIIRS,n,2,297.2,13.25,D,0,sumatra,2025-09-04
5.48013,95.71662,332.36,0.46,0.47,2025-09-04,725,N,VIIRS,n,2,293.39,11.04,D,0,sumatra,2025-09-04
5.4838,95.71135,341.99,0.46,0.47,2025-09-04,725,N,VIIRS,n,2,292.54,7.78,D,0,sumatra,2025-09-04
5.52535,95.71933,346.83,0.46,0.47,2025-09-04,725,N,VIIRS,n,2,293.64,6.59,D,0,sumatra,2025-09-04
1.79801,103.62698,304.46,0.44,0.38,2025-09-04,1823,N,VIIRS,n,2,287.96,2.06,N,0,sumatra,2025-09-05
2.73943,102.39555,306.39,0.52,0.42,2025-09-04,1823,N,VIIRS,n,2,288.23,1.51,N,2,sumatra,2025-09-05
-0.98951,103.33359,306.38,0.43,0.38,2025-09-04,1824,N,VIIRS,n,2,282.89,0.56,N,0,sumatra,2025-09-05
-0.98601,103.33414,301.41,0.43,0.38,2025-09-04,1824,N,VIIRS,n,2,283.44,0.56,N,0,sumatra,2025-09-05
-3.81552,104.33916,302.87,0.39,0.36,2025-09-04,1825,N,VIIRS,n,2,289.2,0.44,N,0,sumatra,2025-09-05
-3.37184,104.03436,318.06,0.39,0.36,2025-09-04,1825,N,VIIRS,n,2,290.08,0.82,N,0,sumatra,2025-09-05
-4.33147,104.12021,333.93,0.57,0.52,2025-09-05,703,N,VIIRS,n,2,292.7,5.06,D,0,sumatra,2025-09-05
-2.5622,103.18571,329.66,0.53,0.5,2025-09-05,704,N,VIIRS,n,2,289.14,3.65,D,0,sumatra,2025-09-05
-2.44325,102.26125,335.22,0.46,0.47,2025-09-05,704,N,VIIRS,n,2,287.36,2.6,D,0,sumatra,2025-09-05
4.47995,96.80084,330.92,0.42,0.38,2025-09-05,706,N,VIIRS,n,2,293.17,2.59,D,0,sumatra,2025-09-05
4.71709,97.08985,331.81,0.44,0.38,2025-09-05,706,N,VIIRS,n,2,292.2,3.15,D,0,sumatra,2025-09-05
4.77418,96.66995,346.52,0.42,0.38,2025-09-05,706,N,VIIRS,n,2,294.76,9.09,D,0,sumatra,2025-09-05
4.77478,96.67403,332.65,0.42,0.38,2025-09-05,706,N,VIIRS,n,2,293.43,6.83,D,0,sumatra,2025-09-05
4.77763,96.66932,337.53,0.42,0.38,2025-09-05,706,N,VIIRS,n,2,290.99,4.89,D,0,sumatra,2025-09-05
5.4444,95.55898,351.2,0.4,0.37,2025-09-05,707,N,VIIRS,n,2,293.59,26.93,D,0,sumatra,2025-09-05
5.44494,95.56255,336.54,0.4,0.37,2025-09-05,707,N,VIIRS,n,2,293.24,16.45,D,0,sumatra,2025-09-05
5.44722,95.55489,332.27,0.4,0.37,2025-09-05,707,N,VIIRS,n,2,291.07,26.93,D,0,sumatra,2025-09-05
5.4483,95.56203,346.01,0.4,0.37,2025-09-05,707,N,VIIRS,n,2,297.06,16.45,D,0,sumatra,2025-09-05
3.66806,102.96034,307.66,0.33,0.56,2025-09-05,1804,N,VIIRS,n,2,286.08,1.05,N,0,sumatra,2025-09-06
-3.96609,104.88078,311.06,0.38,0.43,2025-09-05,1806,N,VIIRS,n,2,289.85,0.8,N,0,sumatra,2025-09-06
-3.96208,104.88142,321.34,0.38,0.43,2025-09-05,1806,N,VIIRS,n,2,290.06,1.44,N,0,sumatra,2025-09-06
-3.96152,104.87795,309.74,0.38,0.43,2025-09-05,1806,N,VIIRS,n,2,289.91,1.62,N,0,sumatra,2025-09-06
-3.8148,104.33857,305.56,0.42,0.45,2025-09-05,1806,N,VIIRS,n,2,284.79,0.36,N,0,sumatra,2025-09-06
-3.80823,103.81745,305.55,0.45,0.47,2025-09-05,1806,N,VIIRS,n,2,285.61,1.2,N,0,sumatra,2025-09-06
-3.80584,103.81908,304.71,0.45,0.47,2025-09-05,1806,N,VIIRS,n,2,285.92,1.17,N,0,sumatra,2025-09-06
-3.80514,103.81488,310.48,0.45,0.47,2025-09-05,1806,N,VIIRS,n,2,285.52,1.17,N,0,sumatra,2025-09-06
-3.80325,103.81401,305.51,0.45,0.47,2025-09-05,1806,N,VIIRS,n,2,286.28,1.2,N,0,sumatra,2025-09-06
-3.80153,103.81979,306.09,0.45,0.47,2025-09-05,1806,N,VIIRS,n,2,286.89,1.22,N,0,sumatra,2025-09-06
-3.68797,103.65482,298.5,0.46,0.47,2025-09-05,1806,N,VIIRS,n,2,276.36,1.15,N,0,sumatra,2025-09-06
5.22598,97.07394,305.54,0.46,0.64,2025-09-05,1944,N,VIIRS,n,2,287.06,0.72,N,2,sumatra,2025-09-06
-4.14301,103.91598,342.85,0.44,0.38,2025-09-06,645,N,VIIRS,n,2,282.27,23.41,D,0,sumatra,2025-09-06
-3.88328,102.85472,331.23,0.41,0.37,2025-09-06,645,N,VIIRS,n,2,282.05,6.09,D,0,sumatra,2025-09-06
-3.8827,102.8584,334.42,0.41,0.37,2025-09-06,645,N,VIIRS,n,2,278.96,6.09,D,0,sumatra,2025-09-06
-3.74622,103.13255,333.77,0.41,0.37,2025-09-06,645,N,VIIRS,n,2,291.56,2.55,D,0,sumatra,2025-09-06
-3.74147,102.89259,337.38,0.41,0.37,2025-09-06,645,N,VIIRS,n,2,292.57,8.63,D,0,sumatra,2025-09-06
-3.72717,103.71696,329.42,0.44,0.38,2025-09-06,645,N,VIIRS,n,2,294.49,3.36,D,0,sumatra,2025-09-06
-3.72364,103.71644,330.34,0.44,0.38,2025-09-06,645,N,VIIRS,n,2,292.62,3.36,D,0,sumatra,2025-09-06
-3.70536,103.81447,331.12,0.44,0.38,2025-09-06,645,N,VIIRS,n,2,287.73,3.43,D,0,sumatra,2025-09-06
-3.70454,103.81438,331.41,0.44,0.38,2025-09-06,645,N,VIIRS,n,2,288.43,3.06,D,0,sumatra,2025-09-06
-3.66456,102.9828,333.09,0.41,0.37,2025-09-06,645,N,VIIRS,n,2,293.46,3.61,D,0,sumatra,2025-09-06
-3.64632,103.37606,334.79,0.42,0.38,2025-09-06,645,N,VIIRS,n,2,296.88,3.87,D,0,sumatra,2025-09-06
-3.57686,103.34211,333.75,0.42,0.38,2025-09-06,645,N,VIIRS,n,2,298.38,3.43,D,0,sumatra,2025-09-06
-3.48425,103.31207,330.67,0.42,0.38,2025-09-06,645,N,VIIRS,n,2,297.14,2.41,D,0,sumatra,2025-09-06
-3.48419,103.04622,336.03,0.41,0.37,2025-09-06,645,N,VIIRS,n,2,290.5,3.09,D,0,sumatra,2025-09-06
-3.47723,103.17555,335.64,0.42,0.37,2025-09-06,645,N,VIIRS,n,2,295.37,2.26,D,0,sumatra,2025-09-06
-3.47506,103.1751,336.62,0.42,0.38,2025-09-06,645,N,VIIRS,n,2,295.29,3.58,D,0,sumatra,2025-09-06
-3.47101,103.06324,341.08,0.41,0.37,2025-09-06,645,N,VIIRS,n,2,295.97,14.95,D,0,sumatra,2025-09-06
-3.45603,103.23008,332.92,0.42,0.38,2025-09-06,645,N,VIIRS,n,2,293.9,3.5,D,0,sumatra,2025-09-06
-3.45485,103.28415,334.42,0.42,0.38,2025-09-06,645,N,VIIRS,n,2,295.88,5.87,D,0,sumatra,2025-09-06
-3.43289,103.26525,331.57,0.42,0.38,2025-09-06,645,N,VIIRS,n,2,297.69,2.19,D,0,sumatra,2025-09-06
-3.42485,103.87794,332.17,0.45,0.39,2025-09-06,645,N,VIIRS,n,2,294.99,3.32,D,0,sumatra,2025-09-06
-3.37924,102.9581,342.1,0.41,0.37,2025-09-06,645,N,VIIRS,n,2,290.48,5.36,D,0,sumatra,2025-09-06
-3.37009,102.97192,344.34,0.41,0.37,2025-09-06,645,N,VIIRS,n,2,296,4.77,D,0,sumatra,2025-09-06
-3.36665,102.9714,336.23,0.41,0.37,2025-09-06,645,N,VIIRS,n,2,292.78,3.07,D,0,sumatra,2025-09-06
-3.34376,102.96032,344.54,0.41,0.37,2025-09-06,645,N,VIIRS,n,2,289.2,4.41,D,0,sumatra,2025-09-06
-3.33956,103.4073,334.23,0.43,0.38,2025-09-06,645,N,VIIRS,n,2,295.68,3.29,D,0,sumatra,2025-09-06
-3.33607,103.40676,334.42,0.43,0.38,2025-09-06,645,N,VIIRS,n,2,295.52,7,D,0,sumatra,2025-09-06
-3.19442,103.78213,331.34,0.44,0.39,2025-09-06,645,N,VIIRS,n,2,295.73,2.88,D,0,sumatra,2025-09-06
-3.15304,103.79655,336.82,0.44,0.39,2025-09-06,645,N,VIIRS,n,2,296,3.52,D,0,sumatra,2025-09-06
-3.0821,104.73807,335.04,0.49,0.41,2025-09-06,645,N,VIIRS,n,2,289.2,4.18,D,0,sumatra,2025-09-06
-3.07836,104.73749,354.08,0.49,0.41,2025-09-06,645,N,VIIRS,n,2,289.35,20.42,D,0,sumatra,2025-09-06
-3.017,102.79235,337.54,0.41,0.37,2025-09-06,645,N,VIIRS,n,2,296.5,2.96,D,0,sumatra,2025-09-06
-2.99685,102.94467,331.53,0.41,0.37,2025-09-06,645,N,VIIRS,n,2,292.6,3.15,D,0,sumatra,2025-09-06
-2.63685,102.90833,343.88,0.42,0.37,2025-09-06,645,N,VIIRS,n,2,283.93,7.77,D,0,sumatra,2025-09-06
-2.61497,104.43777,329.3,0.48,0.4,2025-09-06,645,N,VIIRS,n,2,293.94,1.96,D,0,sumatra,2025-09-06
-2.23591,101.01347,334.55,0.38,0.36,2025-09-06,645,N,VIIRS,n,2,290.22,2.81,D,0,sumatra,2025-09-06
0.14223,100.82494,337.65,0.39,0.36,2025-09-06,646,N,VIIRS,n,2,293.35,2.69,D,0,sumatra,2025-09-06
0.43543,101.37334,331.1,0.39,0.37,2025-09-06,646,N,VIIRS,n,2,297.15,2.01,D,0,sumatra,2025-09-06
0.60519,100.11592,331.75,0.38,0.36,2025-09-06,646,N,VIIRS,n,2,295.59,5.5,D,0,sumatra,2025-09-06
0.95508,100.99656,338.01,0.39,0.36,2025-09-06,646,N,VIIRS,n,2,299.16,5.22,D,0,sumatra,2025-09-06
1.03291,101.10333,338.39,0.39,0.36,2025-09-06,646,N,VIIRS,n,2,309.35,15.01,D,0,sumatra,2025-09-06
1.03345,101.10685,335.86,0.39,0.36,2025-09-06,646,N,VIIRS,n,2,298.85,15.01,D,0,sumatra,2025-09-06
1.03627,101.10284,339.73,0.39,0.36,2025-09-06,646,N,VIIRS,n,2,297.2,15.01,D,0,sumatra,2025-09-06
1.04283,101.12344,333.68,0.39,0.36,2025-09-06,646,N,VIIRS,n,2,299.78,1.8,D,0,sumatra,2025-09-06
1.12795,101.63612,335.08,0.4,0.37,2025-09-06,646,N,VIIRS,n,2,301.5,7.96,D,0,sumatra,2025-09-06
1.1285,101.63974,347.1,0.4,0.37,2025-09-06,646,N,VIIRS,n,2,300.18,7.96,D,0,sumatra,2025-09-06
1.2796,103.70728,333.83,0.49,0.4,2025-09-06,646,N,VIIRS,n,2,297.06,2.9,D,3,sumatra,2025-09-06
1.37935,104.1631,331.56,0.52,0.42,2025-09-06,646,N,VIIRS,n,2,291.72,5.76,D,2,sumatra,2025-09-06
1.38641,99.60867,336.52,0.39,0.36,2025-09-06,646,N,VIIRS,n,2,299.52,3.8,D,0,sumatra,2025-09-06
1.53536,103.45379,343.93,0.48,0.4,2025-09-06,646,N,VIIRS,n,2,297,5.85,D,0,sumatra,2025-09-06
1.53642,103.45274,337.65,0.48,0.4,2025-09-06,646,N,VIIRS,n,2,297.59,6.25,D,0,sumatra,2025-09-06
1.80396,103.2058,347.5,0.47,0.4,2025-09-06,646,N,VIIRS,n,2,301.02,12.5,D,0,sumatra,2025-09-06
1.80761,103.20526,341.6,0.47,0.4,2025-09-06,646,N,VIIRS,n,2,299.96,7.7,D,0,sumatra,2025-09-06
1.83633,104.09775,330.82,0.52,0.42,2025-09-06,646,N,VIIRS,n,2,292.45,4.77,D,0,sumatra,2025-09-06
1.98751,102.81591,331.56,0.45,0.39,2025-09-06,646,N,VIIRS,n,2,296.45,2.65,D,0,sumatra,2025-09-06
1.92496,100.65973,330.17,0.39,0.36,2025-09-06,647,N,VIIRS,n,2,294.88,3.39,D,0,sumatra,2025-09-06
2.2074,98.91597,350.2,0.39,0.36,2025-09-06,647,N,VIIRS,l,2,299.76,11.68,D,0,sumatra,2025-09-06
2.20793,98.91944,332.76,0.39,0.36,2025-09-06,647,N,VIIRS,l,2,297.95,4.72,D,0,sumatra,2025-09-06
2.53632,98.67697,342.33,0.39,0.36,2025-09-06,647,N,VIIRS,n,2,303.64,9.46,D,0,sumatra,2025-09-06
2.57171,100.06544,344.74,0.38,0.36,2025-09-06,647,N,VIIRS,n,2,297.93,11.76,D,0,sumatra,2025-09-06
2.68552,100.1713,334.86,0.39,0.36,2025-09-06,647,N,VIIRS,n,2,296.54,3.68,D,0,sumatra,2025-09-06
2.70382,101.56484,335.07,0.41,0.37,2025-09-06,647,N,VIIRS,n,2,299.66,5.47,D,0,sumatra,2025-09-06
2.74849,98.87416,332.8,0.39,0.36,2025-09-06,647,N,VIIRS,l,2,294.57,10.86,D,0,sumatra,2025-09-06
2.77695,101.58772,337.8,0.41,0.37,2025-09-06,647,N,VIIRS,n,2,297.69,4.54,D,0,sumatra,2025-09-06
2.88363,98.61175,335.65,0.39,0.36,2025-09-06,647,N,VIIRS,l,2,297.99,7.32,D,0,sumatra,2025-09-06
2.91857,98.54897,341.22,0.39,0.36,2025-09-06,647,N,VIIRS,n,2,296.79,7.52,D,0,sumatra,2025-09-06
2.92424,98.5412,346.4,0.39,0.36,2025-09-06,647,N,VIIRS,l,2,295.22,19.26,D,0,sumatra,2025-09-06
2.92529,98.54806,336.76,0.39,0.36,2025-09-06,647,N,VIIRS,l,2,295.13,4.97,D,0,sumatra,2025-09-06
2.92812,98.54413,350.81,0.39,0.36,2025-09-06,647,N,VIIRS,l,2,319.27,37.3,D,0,sumatra,2025-09-06
2.92864,98.54758,353.05,0.39,0.36,2025-09-06,647,N,VIIRS,l,2,298.04,12.31,D,0,sumatra,2025-09-06
2.93147,98.54362,346.65,0.39,0.36,2025-09-06,647,N,VIIRS,n,2,294.87,37.3,D,0,sumatra,2025-09-06
3.1124,98.0339,335.19,0.4,0.37,2025-09-06,647,N,VIIRS,n,2,296.34,6.67,D,0,sumatra,2025-09-06
3.1372,98.03695,334.27,0.4,0.37,2025-09-06,647,N,VIIRS,l,2,299.72,9.01,D,0,sumatra,2025-09-06
4.08713,102.36539,327.28,0.45,0.39,2025-09-06,647,N,VIIRS,n,2,281.06,2.56,D,0,sumatra,2025-09-06
4.5638,103.45544,326.06,0.52,0.42,2025-09-06,647,N,VIIRS,n,2,278.58,4.15,D,0,sumatra,2025-09-06
4.91961,100.97038,329.83,0.41,0.37,2025-09-06,647,N,VIIRS,n,2,283.82,2.15,D,0,sumatra,2025-09-06
-5.28654,105.57094,343.63,0.39,0.36,2025-09-07,626,N,VIIRS,n,2,296.04,5.23,D,0,sumatra,2025-09-07
-4.98082,105.73436,331.11,0.39,0.36,2025-09-07,626,N,VIIRS,n,2,295.82,3.44,D,0,sumatra,2025-09-07
-4.45788,104.21945,332.15,0.41,0.37,2025-09-07,626,N,VIIRS,n,2,293.65,3.56,D,0,sumatra,2025-09-07
-4.15856,104.00739,330.98,0.42,0.37,2025-09-07,626,N,VIIRS,l,2,293.02,6.46,D,0,sumatra,2025-09-07
-4.15219,104.21525,338.9,0.41,0.37,2025-09-07,626,N,VIIRS,l,2,284.94,42.27,D,0,sumatra,2025-09-07
-4.02023,104.41974,332.01,0.4,0.37,2025-09-07,626,N,VIIRS,l,2,294.91,5.25,D,0,sumatra,2025-09-07
-4.01683,104.41923,332.4,0.4,0.37,2025-09-07,626,N,VIIRS,l,2,293.98,5.25,D,0,sumatra,2025-09-07
-3.95736,103.39556,336.85,0.44,0.38,2025-09-07,626,N,VIIRS,n,2,295.07,13.02,D,0,sumatra,2025-09-07
-3.66067,102.90724,334.8,0.46,0.39,2025-09-07,626,N,VIIRS,n,2,290.85,6.23,D,0,sumatra,2025-09-07
-3.25655,102.80613,332.67,0.46,0.39,2025-09-07,626,N,VIIRS,n,2,293.69,9.94,D,0,sumatra,2025-09-07
-3.17744,102.88216,331.91,0.45,0.39,2025-09-07,626,N,VIIRS,n,2,294.59,2.77,D,0,sumatra,2025-09-07
-3.16857,103.71001,335.74,0.42,0.38,2025-09-07,626,N,VIIRS,l,2,284.37,16.2,D,0,sumatra,2025-09-07
-3.165,102.84266,335.18,0.45,0.39,2025-09-07,626,N,VIIRS,n,2,294.02,3.14,D,0,sumatra,2025-09-07
-2.73133,104.92369,333.54,0.39,0.36,2025-09-07,626,N,VIIRS,n,2,295.38,3.8,D,0,sumatra,2025-09-07
-2.66339,102.46397,338.43,0.47,0.39,2025-09-07,626,N,VIIRS,l,2,291.96,9.22,D,0,sumatra,2025-09-07
-2.6172,102.47196,330.14,0.47,0.39,2025-09-07,626,N,VIIRS,l,2,289.89,6.76,D,0,sumatra,2025-09-07
-2.61658,102.47601,332.51,0.47,0.39,2025-09-07,626,N,VIIRS,n,2,290.23,6.76,D,0,sumatra,2025-09-07
-1.94378,105.25877,337.17,0.38,0.36,2025-09-07,626,N,VIIRS,n,2,293.85,39.36,D,0,sumatra,2025-09-07
2.90112,98.4913,332.68,0.45,0.47,2025-09-07,628,N,VIIRS,n,2,273.84,3.29,D,0,sumatra,2025-09-07
1.87139,100.66582,303.4,0.42,0.45,2025-09-07,1907,N,VIIRS,n,2,284.69,1.17,N,0,sumatra,2025-09-08
-4.94926,105.68214,335.45,0.41,0.45,2025-09-08,607,N,VIIRS,n,2,281,15.46,D,0,sumatra,2025-09-08
-4.94872,105.68582,355.75,0.4,0.45,2025-09-08,607,N,VIIRS,n,2,282.53,37.15,D,0,sumatra,2025-09-08
-4.67167,104.60765,340.67,0.47,0.48,2025-09-08,607,N,VIIRS,n,2,288.88,6.02,D,0,sumatra,2025-09-08
-4.48558,104.56519,331.51,0.47,0.48,2025-09-08,607,N,VIIRS,n,2,290,3.42,D,0,sumatra,2025-09-08
-4.4817,104.31155,340.2,0.49,0.49,2025-09-08,607,N,VIIRS,n,2,289.54,5.39,D,0,sumatra,2025-09-08
-3.02513,105.0104,329.38,0.42,0.45,2025-09-08,607,N,VIIRS,n,2,291.02,4,D,0,sumatra,2025-09-08
-0.05823,101.01907,334.7,0.35,0.57,2025-09-08,608,N,VIIRS,n,2,278.58,4.55,D,0,sumatra,2025-09-08
1.31435,99.51495,357.27,0.43,0.62,2025-09-08,609,N,VIIRS,l,2,287.03,10.89,D,0,sumatra,2025-09-08
