date,time,wind_speed_kmh,wind_direction_degrees
2019-09-07,2019-09-07T00:00,3.8,107
2019-09-07,2019-09-07T01:00,3.6,96
2019-09-07,2019-09-07T02:00,3.5,114
2019-09-07,2019-09-07T03:00,3.1,126
2019-09-07,2019-09-07T04:00,4.1,105
2019-09-07,2019-09-07T05:00,3.6,84
2019-09-07,2019-09-07T06:00,2.2,90
2019-09-07,2019-09-07T07:00,3.1,111
2019-09-07,2019-09-07T08:00,4.1,105
2019-09-07,2019-09-07T09:00,5.6,105
2019-09-07,2019-09-07T10:00,6.6,131
2019-09-07,2019-09-07T11:00,7.7,169
2019-09-07,2019-09-07T12:00,11.5,184
2019-09-07,2019-09-07T13:00,11.9,185
2019-09-07,2019-09-07T14:00,9,182
2019-09-07,2019-09-07T15:00,6.9,174
2019-09-07,2019-09-07T16:00,5,201
2019-09-07,2019-09-07T17:00,8.3,214
2019-09-07,2019-09-07T18:00,2.4,63
2019-09-07,2019-09-07T19:00,11.2,42
2019-09-07,2019-09-07T20:00,5.5,23
2019-09-07,2019-09-07T21:00,4.1,52
2019-09-07,2019-09-07T22:00,4.5,61
2019-09-07,2019-09-07T23:00,5,69
2019-09-08,2019-09-08T00:00,3.6,90
2019-09-08,2019-09-08T01:00,5.3,118
2019-09-08,2019-09-08T02:00,5.2,102
2019-09-08,2019-09-08T03:00,6.1,87
2019-09-08,2019-09-08T04:00,5.1,98
2019-09-08,2019-09-08T05:00,3.3,167
2019-09-08,2019-09-08T06:00,3.7,191
2019-09-08,2019-09-08T07:00,6.1,208
2019-09-08,2019-09-08T08:00,3.9,146
2019-09-08,2019-09-08T09:00,2.9,180
2019-09-08,2019-09-08T10:00,1.6,153
2019-09-08,2019-09-08T11:00,4.5,166
2019-09-08,2019-09-08T12:00,6.8,162
2019-09-08,2019-09-08T13:00,8.8,189
2019-09-08,2019-09-08T14:00,5.2,205
2019-09-08,2019-09-08T15:00,6.6,193
2019-09-08,2019-09-08T16:00,1,225
2019-09-08,2019-09-08T17:00,7.7,139
2019-09-08,2019-09-08T18:00,6,107
2019-09-08,2019-09-08T19:00,6.1,40
2019-09-08,2019-09-08T20:00,8.1,45
2019-09-08,2019-09-08T21:00,6.9,43
2019-09-08,2019-09-08T22:00,5.1,51
2019-09-08,2019-09-08T23:00,3.9,56
2019-09-09,2019-09-09T00:00,4.2,59
2019-09-09,2019-09-09T01:00,2.7,67
2019-09-09,2019-09-09T02:00,3.7,191
2019-09-09,2019-09-09T03:00,5.9,191
2019-09-09,2019-09-09T04:00,7.6,205
2019-09-09,2019-09-09T05:00,5.4,228
2019-09-09,2019-09-09T06:00,3.2,297
2019-09-09,2019-09-09T07:00,1,315
2019-09-09,2019-09-09T08:00,1.3,326
2019-09-09,2019-09-09T09:00,1.1,72
2019-09-09,2019-09-09T10:00,2.3,108
2019-09-09,2019-09-09T11:00,2.8,230
2019-09-09,2019-09-09T12:00,4.1,255
2019-09-09,2019-09-09T13:00,4.2,121
2019-09-09,2019-09-09T14:00,8.4,220
2019-09-09,2019-09-09T15:00,8.7,222
2019-09-09,2019-09-09T16:00,1.8,217
2019-09-09,2019-09-09T17:00,1.4,270
2019-09-09,2019-09-09T18:00,1.5,284
2019-09-09,2019-09-09T19:00,3.9,248
2019-09-09,2019-09-09T20:00,3.4,122
2019-09-09,2019-09-09T21:00,1.8,53
2019-09-09,2019-09-09T22:00,2.9,83
2019-09-09,2019-09-09T23:00,5.4,86
2019-09-10,2019-09-10T00:00,4.9,73
2019-09-10,2019-09-10T01:00,5.4,70
2019-09-10,2019-09-10T02:00,3.2,90
2019-09-10,2019-09-10T03:00,2.6,106
2019-09-10,2019-09-10T04:00,4,90
2019-09-10,2019-09-10T05:00,5.3,62
2019-09-10,2019-09-10T06:00,4.8,48
2019-09-10,2019-09-10T07:00,2.9,60
2019-09-10,2019-09-10T08:00,2.3,72
2019-09-10,2019-09-10T09:00,2.9,180
2019-09-10,2019-09-10T10:00,4.7,189
2019-09-10,2019-09-10T11:00,9.1,173
2019-09-10,2019-09-10T12:00,10.8,184
2019-09-10,2019-09-10T13:00,16.4,199
2019-09-10,2019-09-10T14:00,10.1,184
2019-09-10,2019-09-10T15:00,11.4,193
2019-09-10,2019-09-10T16:00,9.1,162
2019-09-10,2019-09-10T17:00,10,142
2019-09-10,2019-09-10T18:00,7.9,106
2019-09-10,2019-09-10T19:00,5.6,63
2019-09-10,2019-09-10T20:00,6.4,196
2019-09-10,2019-09-10T21:00,4.7,184
2019-09-10,2019-09-10T22:00,4.3,132
2019-09-10,2019-09-10T23:00,6.2,100
2019-09-11,2019-09-11T00:00,4.7,86
2019-09-11,2019-09-11T01:00,4.3,95
2019-09-11,2019-09-11T02:00,4.2,110
2019-09-11,2019-09-11T03:00,5.2,78
2019-09-11,2019-09-11T04:00,6,73
2019-09-11,2019-09-11T05:00,5.8,83
2019-09-11,2019-09-11T06:00,4.3,85
2019-09-11,2019-09-11T07:00,2.6,106
2019-09-11,2019-09-11T08:00,1.1,162
2019-09-11,2019-09-11T09:00,2.4,153
2019-09-11,2019-09-11T10:00,5.2,124
2019-09-11,2019-09-11T11:00,8.2,139
2019-09-11,2019-09-11T12:00,9.3,152
2019-09-11,2019-09-11T13:00,8.1,159
2019-09-11,2019-09-11T14:00,9.1,173
2019-09-11,2019-09-11T15:00,10.1,180
2019-09-11,2019-09-11T16:00,9.7,184
2019-09-11,2019-09-11T17:00,8.6,182
2019-09-11,2019-09-11T18:00,7.2,198
2019-09-11,2019-09-11T19:00,8.2,229
2019-09-11,2019-09-11T20:00,6.1,225
2019-09-11,2019-09-11T21:00,4.8,193
2019-09-11,2019-09-11T22:00,3.6,143
2019-09-11,2019-09-11T23:00,1.8,90
2019-09-12,2019-09-12T00:00,2.8,40
2019-09-12,2019-09-12T01:00,2.9,60
2019-09-12,2019-09-12T02:00,4.7,58
2019-09-12,2019-09-12T03:00,5.3,28
2019-09-12,2019-09-12T04:00,4.7,4
2019-09-12,2019-09-12T05:00,4.4,351
2019-09-12,2019-09-12T06:00,3.5,24
2019-09-12,2019-09-12T07:00,3.2,27
2019-09-12,2019-09-12T08:00,0.7,180
2019-09-12,2019-09-12T09:00,5.4,200
2019-09-12,2019-09-12T10:00,4.6,198
2019-09-12,2019-09-12T11:00,3.7,209
2019-09-12,2019-09-12T12:00,5.4,200
2019-09-12,2019-09-12T13:00,6.2,201
2019-09-12,2019-09-12T14:00,9.8,197
2019-09-12,2019-09-12T15:00,2.8,130
2019-09-12,2019-09-12T16:00,2.3,231
2019-09-12,2019-09-12T17:00,12.7,299
2019-09-12,2019-09-12T18:00,8.4,353
2019-09-12,2019-09-12T19:00,5.2,16
2019-09-12,2019-09-12T20:00,5.8,7
2019-09-12,2019-09-12T21:00,3.7,11
2019-09-12,2019-09-12T22:00,3.3,13
2019-09-12,2019-09-12T23:00,2.5,360
2019-09-13,2019-09-13T00:00,2.7,23
2019-09-13,2019-09-13T01:00,2.7,67
2019-09-13,2019-09-13T02:00,1.3,124
2019-09-13,2019-09-13T03:00,0,270
2019-09-13,2019-09-13T04:00,2,45
2019-09-13,2019-09-13T05:00,2.9,83
2019-09-13,2019-09-13T06:00,1.8,180
2019-09-13,2019-09-13T07:00,0.5,135
2019-09-13,2019-09-13T08:00,2.1,31
2019-09-13,2019-09-13T09:00,3.1,249
2019-09-13,2019-09-13T10:00,3.1,315
2019-09-13,2019-09-13T11:00,5.9,317
2019-09-13,2019-09-13T12:00,3.6,276
2019-09-13,2019-09-13T13:00,4.6,252
2019-09-13,2019-09-13T14:00,5.4,262
2019-09-13,2019-09-13T15:00,14.9,263
2019-09-13,2019-09-13T16:00,6.1,270
2019-09-13,2019-09-13T17:00,7.6,289
2019-09-13,2019-09-13T18:00,11.2,318
2019-09-13,2019-09-13T19:00,9.9,341
2019-09-13,2019-09-13T20:00,8.9,346
2019-09-13,2019-09-13T21:00,7.5,325
2019-09-13,2019-09-13T22:00,7.9,313
2019-09-13,2019-09-13T23:00,10.8,307
2019-09-14,2019-09-14T00:00,14.6,303
2019-09-14,2019-09-14T01:00,10.6,305
2019-09-14,2019-09-14T02:00,9.4,293
2019-09-14,2019-09-14T03:00,8.4,290
2019-09-14,2019-09-14T04:00,5,291
2019-09-14,2019-09-14T05:00,3.4,328
2019-09-14,2019-09-14T06:00,2.6,326
2019-09-14,2019-09-14T07:00,1.8,349
2019-09-14,2019-09-14T08:00,1.9,158
2019-09-14,2019-09-14T09:00,4.7,238
2019-09-14,2019-09-14T10:00,7.3,261
2019-09-14,2019-09-14T11:00,8,280
2019-09-14,2019-09-14T12:00,10.1,272
2019-09-14,2019-09-14T13:00,10.2,288
2019-09-14,2019-09-14T14:00,6.6,299
2019-09-14,2019-09-14T15:00,7.6,278
2019-09-14,2019-09-14T16:00,8.6,270
2019-09-14,2019-09-14T17:00,10.1,266
2019-09-14,2019-09-14T18:00,9,286
2019-09-14,2019-09-14T19:00,9.1,304
2019-09-14,2019-09-14T20:00,7.6,5
2019-09-14,2019-09-14T21:00,4,350
2019-09-14,2019-09-14T22:00,3.4,342
2019-09-14,2019-09-14T23:00,2.5,352
2019-09-15,2019-09-15T00:00,3,14
2019-09-15,2019-09-15T01:00,2.5,45
2019-09-15,2019-09-15T02:00,1.3,146
2019-09-15,2019-09-15T03:00,2.5,278
2019-09-15,2019-09-15T04:00,1.6,297
2019-09-15,2019-09-15T05:00,2.1,59
2019-09-15,2019-09-15T06:00,2.1,121
2019-09-15,2019-09-15T07:00,1.9,202
2019-09-15,2019-09-15T08:00,4.2,110
2019-09-15,2019-09-15T09:00,3.5,114
2019-09-15,2019-09-15T10:00,1.6,63
2019-09-15,2019-09-15T11:00,1.3,326
2019-09-15,2019-09-15T12:00,5.3,298
2019-09-15,2019-09-15T13:00,8.8,282
2019-09-15,2019-09-15T14:00,11,281
2019-09-15,2019-09-15T15:00,12.1,280
2019-09-15,2019-09-15T16:00,10.7,290
2019-09-15,2019-09-15T17:00,9.2,291
2019-09-15,2019-09-15T18:00,8.7,287
2019-09-15,2019-09-15T19:00,8.5,282
2019-09-15,2019-09-15T20:00,6.5,267
2019-09-15,2019-09-15T21:00,6.1,270
2019-09-15,2019-09-15T22:00,4.1,322
2019-09-15,2019-09-15T23:00,1.8,90
2019-09-16,2019-09-16T00:00,6.6,151
2019-09-16,2019-09-16T01:00,5.6,153
2019-09-16,2019-09-16T02:00,3.8,131
2019-09-16,2019-09-16T03:00,4,117
2019-09-16,2019-09-16T04:00,3.1,111
2019-09-16,2019-09-16T05:00,5.2,106
2019-09-16,2019-09-16T06:00,4.3,85
2019-09-16,2019-09-16T07:00,3.7,61
2019-09-16,2019-09-16T08:00,4.3,48
2019-09-16,2019-09-16T09:00,4,63
2019-09-16,2019-09-16T10:00,2.3,141
2019-09-16,2019-09-16T11:00,5.1,184
2019-09-16,2019-09-16T12:00,6.9,171
2019-09-16,2019-09-16T13:00,13.2,227
2019-09-16,2019-09-16T14:00,3.9,202
2019-09-16,2019-09-16T15:00,2.8,140
2019-09-16,2019-09-16T16:00,5.8,158
2019-09-16,2019-09-16T17:00,6.1,208
2019-09-16,2019-09-16T18:00,7.1,336
2019-09-16,2019-09-16T19:00,12.2,341
2019-09-16,2019-09-16T20:00,8,355
2019-09-16,2019-09-16T21:00,6.1,28
2019-09-16,2019-09-16T22:00,5.3,28
2019-09-16,2019-09-16T23:00,4.8,13
2019-09-17,2019-09-17T00:00,4.6,18
2019-09-17,2019-09-17T01:00,4,27
2019-09-17,2019-09-17T02:00,2.7,23
2019-09-17,2019-09-17T03:00,2,45
2019-09-17,2019-09-17T04:00,2.9,60
2019-09-17,2019-09-17T05:00,2.2,81
2019-09-17,2019-09-17T06:00,2.4,117
2019-09-17,2019-09-17T07:00,3.3,131
2019-09-17,2019-09-17T08:00,3.2,117
2019-09-17,2019-09-17T09:00,4.1,135
2019-09-17,2019-09-17T10:00,7.9,156
2019-09-17,2019-09-17T11:00,9.4,148
2019-09-17,2019-09-17T12:00,8.9,159
2019-09-17,2019-09-17T13:00,8.3,182
2019-09-17,2019-09-17T14:00,13.8,208
2019-09-17,2019-09-17T15:00,8.2,165
2019-09-17,2019-09-17T16:00,6.5,199
2019-09-17,2019-09-17T17:00,7.8,167
2019-09-17,2019-09-17T18:00,6.4,133
2019-09-17,2019-09-17T19:00,4.9,36
2019-09-17,2019-09-17T20:00,6.7,54
2019-09-17,2019-09-17T21:00,4.8,48
2019-09-17,2019-09-17T22:00,4.4,55
2019-09-17,2019-09-17T23:00,5.5,58
2019-09-18,2019-09-18T00:00,3.6,53
2019-09-18,2019-09-18T01:00,3.6,45
2019-09-18,2019-09-18T02:00,4.4,99
2019-09-18,2019-09-18T03:00,4.7,81
2019-09-18,2019-09-18T04:00,4.4,55
2019-09-18,2019-09-18T05:00,3.2,63
2019-09-18,2019-09-18T06:00,1.6,117
2019-09-18,2019-09-18T07:00,5.9,194
2019-09-18,2019-09-18T08:00,2.2,90
2019-09-18,2019-09-18T09:00,1.8,127
2019-09-18,2019-09-18T10:00,7.7,127
2019-09-18,2019-09-18T11:00,10.5,158
2019-09-18,2019-09-18T12:00,15.6,165
2019-09-18,2019-09-18T13:00,8.4,173
2019-09-18,2019-09-18T14:00,8.9,212
2019-09-18,2019-09-18T15:00,5.4,143
2019-09-18,2019-09-18T16:00,8.3,92
2019-09-18,2019-09-18T17:00,5,60
2019-09-18,2019-09-18T18:00,3.5,66
2019-09-18,2019-09-18T19:00,4.6,45
2019-09-18,2019-09-18T20:00,7.9,60
2019-09-18,2019-09-18T21:00,7.1,75
2019-09-18,2019-09-18T22:00,5.4,94
2019-09-18,2019-09-18T23:00,4.9,107
2019-09-19,2019-09-19T00:00,4.3,95
2019-09-19,2019-09-19T01:00,5.1,176
2019-09-19,2019-09-19T02:00,5.8,176
2019-09-19,2019-09-19T03:00,5.5,238
2019-09-19,2019-09-19T04:00,4.1,225
2019-09-19,2019-09-19T05:00,0.4,180
2019-09-19,2019-09-19T06:00,5.6,45
2019-09-19,2019-09-19T07:00,3.6,45
2019-09-19,2019-09-19T08:00,0.5,225
2019-09-19,2019-09-19T09:00,3.5,246
2019-09-19,2019-09-19T10:00,3.1,249
2019-09-19,2019-09-19T11:00,5.1,184
2019-09-19,2019-09-19T12:00,8.4,160
2019-09-19,2019-09-19T13:00,8.8,171
2019-09-19,2019-09-19T14:00,8.3,178
2019-09-19,2019-09-19T15:00,10,193
2019-09-19,2019-09-19T16:00,10.7,213
2019-09-19,2019-09-19T17:00,8.5,168
2019-09-19,2019-09-19T18:00,2.9,83
2019-09-19,2019-09-19T19:00,7.2,357
2019-09-19,2019-09-19T20:00,2.4,333
2019-09-19,2019-09-19T21:00,2.9,300
2019-09-19,2019-09-19T22:00,2.1,59
2019-09-19,2019-09-19T23:00,3.3,77
2019-09-20,2019-09-20T00:00,3.3,77
2019-09-20,2019-09-20T01:00,3.4,58
2019-09-20,2019-09-20T02:00,4.6,51
2019-09-20,2019-09-20T03:00,4.9,36
2019-09-20,2019-09-20T04:00,4.5,331
2019-09-20,2019-09-20T05:00,8.4,280
2019-09-20,2019-09-20T06:00,4.1,345
2019-09-20,2019-09-20T07:00,4.4,325
2019-09-20,2019-09-20T08:00,5.4,318
2019-09-20,2019-09-20T09:00,4.8,333
2019-09-20,2019-09-20T10:00,3.9,304
2019-09-20,2019-09-20T11:00,8.8,279
2019-09-20,2019-09-20T12:00,11.2,268
2019-09-20,2019-09-20T13:00,8.5,234
2019-09-20,2019-09-20T14:00,3.6,233
2019-09-20,2019-09-20T15:00,4.3,275
2019-09-20,2019-09-20T16:00,5.5,259
2019-09-20,2019-09-20T17:00,5.1,184
2019-09-20,2019-09-20T18:00,5.7,108
2019-09-20,2019-09-20T19:00,7.7,79
2019-09-20,2019-09-20T20:00,3.9,68
2019-09-20,2019-09-20T21:00,4.9,126
2019-09-20,2019-09-20T22:00,4.7,113
2019-09-20,2019-09-20T23:00,5.4,90
2019-09-21,2019-09-21T00:00,2.9,97
2019-09-21,2019-09-21T01:00,2.6,34
2019-09-21,2019-09-21T02:00,1.5,104
2019-09-21,2019-09-21T03:00,1.1,162
2019-09-21,2019-09-21T04:00,1.8,191
2019-09-21,2019-09-21T05:00,3.8,73
2019-09-21,2019-09-21T06:00,4,27
2019-09-21,2019-09-21T07:00,5.1,274
2019-09-21,2019-09-21T08:00,4.4,171
2019-09-21,2019-09-21T09:00,4.3,185
2019-09-21,2019-09-21T10:00,5.4,180
2019-09-21,2019-09-21T11:00,8.3,162
2019-09-21,2019-09-21T12:00,10.6,162
2019-09-21,2019-09-21T13:00,12.6,167
2019-09-21,2019-09-21T14:00,11.2,165
2019-09-21,2019-09-21T15:00,12.3,201
2019-09-21,2019-09-21T16:00,13.8,208
2019-09-21,2019-09-21T17:00,14,198
2019-09-21,2019-09-21T18:00,11.5,178
2019-09-21,2019-09-21T19:00,7.9,196
2019-09-21,2019-09-21T20:00,5,120
2019-09-21,2019-09-21T21:00,4.8,132
2019-09-21,2019-09-21T22:00,5,111
2019-09-21,2019-09-21T23:00,5.2,102
2019-09-22,2019-09-22T00:00,4.5,119
2019-09-22,2019-09-22T01:00,6.1,118
2019-09-22,2019-09-22T02:00,6.3,77
2019-09-22,2019-09-22T03:00,7.3,70
2019-09-22,2019-09-22T04:00,8.4,83
2019-09-22,2019-09-22T05:00,8.4,80
2019-09-22,2019-09-22T06:00,7.6,85
2019-09-22,2019-09-22T07:00,6.3,103
2019-09-22,2019-09-22T08:00,5.5,113
2019-09-22,2019-09-22T09:00,5.5,122
2019-09-22,2019-09-22T10:00,10.8,120
2019-09-22,2019-09-22T11:00,14.7,118
2019-09-22,2019-09-22T12:00,14.4,122
2019-09-22,2019-09-22T13:00,12.4,120
2019-09-22,2019-09-22T14:00,10.2,122
2019-09-22,2019-09-22T15:00,9.4,122
2019-09-22,2019-09-22T16:00,8.7,128
2019-09-22,2019-09-22T17:00,11.4,193
2019-09-22,2019-09-22T18:00,15.7,217
2019-09-22,2019-09-22T19:00,13.9,211
2019-09-22,2019-09-22T20:00,12.2,180
2019-09-22,2019-09-22T21:00,7.9,177
2019-09-22,2019-09-22T22:00,2.3,162
2019-09-22,2019-09-22T23:00,4.3,95
2019-09-23,2019-09-23T00:00,7.6,93
2019-09-23,2019-09-23T01:00,8.3,90
2019-09-23,2019-09-23T02:00,6.6,103
2019-09-23,2019-09-23T03:00,6.6,119
2019-09-23,2019-09-23T04:00,5.9,128
2019-09-23,2019-09-23T05:00,5.4,143
2019-09-23,2019-09-23T06:00,4.8,153
2019-09-23,2019-09-23T07:00,4.8,138
2019-09-23,2019-09-23T08:00,5.2,78
2019-09-23,2019-09-23T09:00,6.8,87
2019-09-23,2019-09-23T10:00,6.9,99
2019-09-23,2019-09-23T11:00,8.9,104
2019-09-23,2019-09-23T12:00,13.4,96
2019-09-23,2019-09-23T13:00,12.6,87
2019-09-23,2019-09-23T14:00,12.1,80
2019-09-23,2019-09-23T15:00,12.3,130
2019-09-23,2019-09-23T16:00,7.7,53
2019-09-23,2019-09-23T17:00,9.4,72
2019-09-23,2019-09-23T18:00,9.8,98
2019-09-23,2019-09-23T19:00,4.3,95
2019-09-23,2019-09-23T20:00,7.8,56
2019-09-23,2019-09-23T21:00,6.5,56
2019-09-23,2019-09-23T22:00,3.9,56
2019-09-23,2019-09-23T23:00,1.6,153
2019-09-24,2019-09-24T00:00,5.9,166
2019-09-24,2019-09-24T01:00,6.6,171
2019-09-24,2019-09-24T02:00,5.6,153
2019-09-24,2019-09-24T03:00,5.1,141
2019-09-24,2019-09-24T04:00,4.7,113
2019-09-24,2019-09-24T05:00,2.3,129
2019-09-24,2019-09-24T06:00,3.1,159
2019-09-24,2019-09-24T07:00,1.9,202
2019-09-24,2019-09-24T08:00,1.3,124
2019-09-24,2019-09-24T09:00,1,135
2019-09-24,2019-09-24T10:00,1.6,297
2019-09-24,2019-09-24T11:00,4.1,52
2019-09-24,2019-09-24T12:00,9.3,74
2019-09-24,2019-09-24T13:00,12.4,73
2019-09-24,2019-09-24T14:00,13.7,72
2019-09-24,2019-09-24T15:00,11.5,76
2019-09-24,2019-09-24T16:00,14.3,78
2019-09-24,2019-09-24T17:00,2.6,34
2019-09-24,2019-09-24T18:00,15.5,258
2019-09-24,2019-09-24T19:00,11.2,249
2019-09-24,2019-09-24T20:00,4.7,302
2019-09-24,2019-09-24T21:00,4.9,324
2019-09-24,2019-09-24T22:00,4.3,318
2019-09-24,2019-09-24T23:00,1.5,284
2019-09-25,2019-09-25T00:00,1.8,143
2019-09-25,2019-09-25T01:00,0.7,360
2019-09-25,2019-09-25T02:00,1.8,307
2019-09-25,2019-09-25T03:00,2.2,351
2019-09-25,2019-09-25T04:00,3.5,66
2019-09-25,2019-09-25T05:00,4.9,73
2019-09-25,2019-09-25T06:00,4.3,85
2019-09-25,2019-09-25T07:00,4,85
