latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type,region,local_date
0.91996,102.49983,301.73,0.41,0.61,2019-08-31,1756,N,VIIRS,n,2,289.26,2.19,N,0,sumatra,2019-09-01
0.92054,102.49599,315.32,0.41,0.61,2019-08-31,1756,N,VIIRS,n,2,290.2,2.19,N,0,sumatra,2019-09-01
0.92317,102.49973,333.75,0.41,0.61,2019-08-31,1756,N,VIIRS,n,2,290.88,3.98,N,0,sumatra,2019-09-01
0.92378,102.4959,329.74,0.41,0.61,2019-08-31,1756,N,VIIRS,n,2,291.93,3.98,N,0,sumatra,2019-09-01
0.92561,102.5007,337.61,0.41,0.61,2019-08-31,1756,N,VIIRS,n,2,291.74,2.19,N,0,sumatra,2019-09-01
0.92619,102.49685,318.8,0.41,0.61,2019-08-31,1756,N,VIIRS,n,2,291.15,2.19,N,0,sumatra,2019-09-01
0.92899,102.36368,305.38,0.42,0.61,2019-08-31,1756,N,VIIRS,n,2,289.78,3.27,N,0,sumatra,2019-09-01
0.93258,102.36787,323.92,0.42,0.61,2019-08-31,1756,N,VIIRS,n,2,290.79,3.79,N,0,sumatra,2019-09-01
0.93319,102.364,334.8,0.42,0.61,2019-08-31,1756,N,VIIRS,n,2,291.36,3.79,N,0,sumatra,2019-09-01
0.93409,102.36852,329.05,0.42,0.61,2019-08-31,1756,N,VIIRS,n,2,291.3,3.27,N,0,sumatra,2019-09-01
0.93467,102.36467,336.79,0.42,0.61,2019-08-31,1756,N,VIIRS,n,2,292.31,3.27,N,0,sumatra,2019-09-01
0.93526,102.3608,303.37,0.42,0.61,2019-08-31,1756,N,VIIRS,n,2,290.31,4.65,N,0,sumatra,2019-09-01
0.93827,102.36876,312.61,0.42,0.61,2019-08-31,1756,N,VIIRS,n,2,289.87,1.5,N,0,sumatra,2019-09-01
0.93888,102.36494,310.45,0.42,0.61,2019-08-31,1756,N,VIIRS,n,2,290.18,1.5,N,0,sumatra,2019-09-01
1.00114,101.38784,301.98,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,288.36,0.88,N,0,sumatra,2019-09-01
1.00184,101.38329,312.19,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,289.13,2.23,N,0,sumatra,2019-09-01
1.00253,101.37874,313.01,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,288.89,2.23,N,0,sumatra,2019-09-01
1.05782,102.02482,299.86,0.45,0.63,2019-08-31,1756,N,VIIRS,n,2,287.61,0.94,N,0,sumatra,2019-09-01
1.05846,102.02072,299.14,0.45,0.63,2019-08-31,1756,N,VIIRS,n,2,287.61,1.1,N,0,sumatra,2019-09-01
1.0591,102.01659,299.64,0.45,0.63,2019-08-31,1756,N,VIIRS,n,2,287.77,1.1,N,0,sumatra,2019-09-01
1.06493,102.01754,313.6,0.45,0.63,2019-08-31,1756,N,VIIRS,n,2,288.55,1.29,N,0,sumatra,2019-09-01
1.08337,102.3596,311.3,0.43,0.62,2019-08-31,1756,N,VIIRS,n,2,288.83,2.1,N,0,sumatra,2019-09-01
1.08397,102.35574,326.09,0.43,0.62,2019-08-31,1756,N,VIIRS,n,2,290.51,2.1,N,0,sumatra,2019-09-01
1.08968,102.35665,311.44,0.43,0.62,2019-08-31,1756,N,VIIRS,n,2,289.68,2.1,N,0,sumatra,2019-09-01
1.09329,102.80276,305.83,0.4,0.6,2019-08-31,1756,N,VIIRS,n,2,289.2,1.54,N,0,sumatra,2019-09-01
1.09384,102.79915,312.61,0.4,0.6,2019-08-31,1756,N,VIIRS,n,2,288.83,1.7,N,0,sumatra,2019-09-01
1.09884,102.80363,309.4,0.4,0.6,2019-08-31,1756,N,VIIRS,n,2,288.94,1.43,N,0,sumatra,2019-09-01
1.09938,102.80004,318.19,0.4,0.6,2019-08-31,1756,N,VIIRS,n,2,289.24,2.38,N,0,sumatra,2019-09-01
1.29733,100.65617,305.21,0.56,0.69,2019-08-31,1756,N,VIIRS,n,2,287.55,1.36,N,0,sumatra,2019-09-01
1.29895,100.65814,305.53,0.56,0.69,2019-08-31,1756,N,VIIRS,n,2,287.64,1.8,N,0,sumatra,2019-09-01
1.35124,101.26666,301.69,0.51,0.66,2019-08-31,1756,N,VIIRS,n,2,288.25,0.87,N,0,sumatra,2019-09-01
1.35457,101.48872,311.61,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,289.12,1.93,N,0,sumatra,2019-09-01
1.35527,101.48421,313.06,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,289.4,1.93,N,0,sumatra,2019-09-01
1.35667,101.47517,304.44,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,289.08,2.53,N,0,sumatra,2019-09-01
1.35738,101.4706,312,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,289.6,3.15,N,0,sumatra,2019-09-01
1.35921,101.49882,302.1,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,288.54,1.45,N,0,sumatra,2019-09-01
1.3599,101.49435,301.79,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,288.65,1.45,N,0,sumatra,2019-09-01
1.36061,101.48983,303.45,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,288.93,1.62,N,0,sumatra,2019-09-01
1.36415,101.46707,302.69,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,289.15,1.76,N,0,sumatra,2019-09-01
1.36453,101.50448,306.09,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,288.64,1.37,N,0,sumatra,2019-09-01
1.36485,101.46256,302.83,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,289.18,1.29,N,0,sumatra,2019-09-01
1.36531,101.50682,300.27,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,288.18,1.22,N,0,sumatra,2019-09-01
1.36599,101.50229,305.53,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,288.46,1.22,N,0,sumatra,2019-09-01
1.37092,101.46357,302.07,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,289.04,1.29,N,0,sumatra,2019-09-01
1.3713,101.50092,306.84,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,288.63,1.31,N,0,sumatra,2019-09-01
1.37162,101.45904,311.19,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,289.33,1.29,N,0,sumatra,2019-09-01
1.372,101.49642,304.68,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,288.82,1.31,N,0,sumatra,2019-09-01
1.37208,101.46136,303.89,0.5,0.65,2019-08-31,1756,N,VIIRS,n,2,289.28,1.06,N,0,sumatra,2019-09-01
1.37272,101.49875,309.8,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,289.1,1.94,N,0,sumatra,2019-09-01
1.37276,101.45679,303.1,0.5,0.65,2019-08-31,1756,N,VIIRS,n,2,289.03,1.06,N,0,sumatra,2019-09-01
1.3734,101.49423,306.17,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,288.94,1.94,N,0,sumatra,2019-09-01
1.37661,104.16006,307.04,0.32,0.55,2019-08-31,1756,N,VIIRS,n,2,291.37,2.15,N,0,sumatra,2019-09-01
1.37707,104.15712,330.08,0.32,0.55,2019-08-31,1756,N,VIIRS,n,2,292.11,3.66,N,0,sumatra,2019-09-01
1.37807,101.49734,303.94,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,288.59,1.31,N,0,sumatra,2019-09-01
1.37877,101.49284,305.58,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,288.91,3.18,N,0,sumatra,2019-09-01
1.37946,101.4952,303.4,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,288.33,1.01,N,0,sumatra,2019-09-01
1.37949,101.48828,330.82,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,289.91,3.18,N,0,sumatra,2019-09-01
1.38014,101.49065,311.11,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,288.68,2.01,N,0,sumatra,2019-09-01
1.38082,101.48613,319.89,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,289.42,2.01,N,0,sumatra,2019-09-01
1.38376,101.46108,304.18,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,289.81,1.61,N,0,sumatra,2019-09-01
1.38421,101.46343,306.12,0.5,0.65,2019-08-31,1756,N,VIIRS,n,2,289.01,9.71,N,0,sumatra,2019-09-01
1.38688,101.48714,301.09,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,288.55,2.01,N,0,sumatra,2019-09-01
1.38769,101.47565,301.78,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,288.6,5.74,N,0,sumatra,2019-09-01
1.38824,101.47802,301.4,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,289.1,3.43,N,0,sumatra,2019-09-01
1.3884,101.47114,344.03,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,290.24,5.74,N,0,sumatra,2019-09-01
1.38892,101.47349,309.14,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,289.24,11.48,N,0,sumatra,2019-09-01
1.38912,101.46658,353.16,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,290.27,7.88,N,0,sumatra,2019-09-01
1.38961,101.46893,367,0.49,0.65,2019-08-31,1756,N,VIIRS,h,2,293.5,11.48,N,0,sumatra,2019-09-01
1.38983,101.46202,301.08,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,289.18,7.88,N,0,sumatra,2019-09-01
1.39029,101.46438,334.09,0.5,0.65,2019-08-31,1756,N,VIIRS,n,2,289.99,9.71,N,0,sumatra,2019-09-01
1.39233,101.4857,305.56,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,288.83,2.31,N,0,sumatra,2019-09-01
1.39304,101.48116,306.93,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,288.9,2.31,N,0,sumatra,2019-09-01
1.39363,101.48354,309.43,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,288.66,1.92,N,0,sumatra,2019-09-01
1.39376,101.4766,311.57,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,289.69,5.74,N,0,sumatra,2019-09-01
1.39432,101.479,311.32,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,288.95,1.92,N,0,sumatra,2019-09-01
1.39448,101.47205,346.95,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,291.31,5.74,N,0,sumatra,2019-09-01
1.395,101.47444,314.35,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,289.53,3.14,N,0,sumatra,2019-09-01
1.39519,101.46752,340.49,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,290.44,7.88,N,0,sumatra,2019-09-01
1.39569,101.46989,339.47,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,290.29,3.14,N,0,sumatra,2019-09-01
1.39591,101.46299,319.44,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,289.33,7.88,N,0,sumatra,2019-09-01
1.39637,101.46534,325,0.5,0.65,2019-08-31,1756,N,VIIRS,n,2,289.38,3.39,N,0,sumatra,2019-09-01
1.39705,101.46081,301,0.5,0.65,2019-08-31,1756,N,VIIRS,n,2,288.37,3.39,N,0,sumatra,2019-09-01
1.39985,101.47742,309.91,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,288.52,2.15,N,0,sumatra,2019-09-01
1.40056,101.47293,323.08,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,289.07,2.15,N,0,sumatra,2019-09-01
1.40109,101.47527,322.83,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,289.73,3.14,N,0,sumatra,2019-09-01
1.40177,101.47081,301.91,0.49,0.65,2019-08-31,1756,N,VIIRS,n,2,288.37,3.14,N,0,sumatra,2019-09-01
1.42755,104.25577,305.91,0.32,0.55,2019-08-31,1756,N,VIIRS,n,2,290.57,0.55,N,0,sumatra,2019-09-01
1.51314,101.15343,301.28,0.52,0.67,2019-08-31,1756,N,VIIRS,n,2,287.48,1.52,N,0,sumatra,2019-09-01
1.51788,101.1639,313.85,0.52,0.67,2019-08-31,1756,N,VIIRS,n,2,288.23,6.81,N,0,sumatra,2019-09-01
1.51862,101.1591,353.23,0.52,0.67,2019-08-31,1756,N,VIIRS,n,2,291.58,12.84,N,0,sumatra,2019-09-01
1.51937,101.1543,356.79,0.52,0.67,2019-08-31,1756,N,VIIRS,n,2,293.58,12.84,N,0,sumatra,2019-09-01
1.52012,101.14945,367,0.52,0.67,2019-08-31,1756,N,VIIRS,h,2,291.19,17.34,N,0,sumatra,2019-09-01
1.52137,101.16762,299.05,0.52,0.67,2019-08-31,1756,N,VIIRS,n,2,287.64,3.7,N,0,sumatra,2019-09-01
1.52209,101.1628,348.26,0.52,0.67,2019-08-31,1756,N,VIIRS,n,2,291.12,3.7,N,0,sumatra,2019-09-01
1.5228,101.158,327.41,0.52,0.67,2019-08-31,1756,N,VIIRS,n,2,289.63,11.12,N,0,sumatra,2019-09-01
1.52351,101.15321,367,0.52,0.67,2019-08-31,1756,N,VIIRS,h,2,290.93,11.12,N,0,sumatra,2019-09-01
1.5241,101.16475,342.42,0.52,0.67,2019-08-31,1756,N,VIIRS,n,2,290.65,6.81,N,0,sumatra,2019-09-01
1.52423,101.14836,329.02,0.52,0.67,2019-08-31,1756,N,VIIRS,n,2,289.35,12.5,N,0,sumatra,2019-09-01
1.52485,101.15996,320.64,0.52,0.67,2019-08-31,1756,N,VIIRS,n,2,289.18,12.84,N,0,sumatra,2019-09-01
1.52559,101.15517,307.43,0.52,0.67,2019-08-31,1756,N,VIIRS,n,2,288.85,12.84,N,0,sumatra,2019-09-01
1.52634,101.15037,312.68,0.52,0.67,2019-08-31,1756,N,VIIRS,n,2,288.76,17.34,N,0,sumatra,2019-09-01
1.52831,101.16364,306.65,0.52,0.67,2019-08-31,1756,N,VIIRS,n,2,288.33,3.7,N,0,sumatra,2019-09-01
1.53065,101.0816,299.43,0.53,0.67,2019-08-31,1756,N,VIIRS,n,2,287.58,1.57,N,0,sumatra,2019-09-01
1.53429,101.08041,327.32,0.53,0.67,2019-08-31,1756,N,VIIRS,n,2,288.22,4.8,N,0,sumatra,2019-09-01
1.53688,101.08258,323.33,0.53,0.67,2019-08-31,1756,N,VIIRS,n,2,288.39,1.57,N,0,sumatra,2019-09-01
1.53764,101.07774,303.86,0.53,0.67,2019-08-31,1756,N,VIIRS,n,2,287.67,1.57,N,0,sumatra,2019-09-01
1.5696,101.47263,304.77,0.5,0.66,2019-08-31,1756,N,VIIRS,n,2,289.4,1.55,N,0,sumatra,2019-09-01
1.66976,101.47153,303.75,0.5,0.66,2019-08-31,1756,N,VIIRS,n,2,289.13,1.24,N,2,sumatra,2019-09-01
1.67586,101.47247,305.44,0.5,0.66,2019-08-31,1756,N,VIIRS,n,2,290.02,1.24,N,2,sumatra,2019-09-01
1.67985,101.28246,303.73,0.51,0.66,2019-08-31,1756,N,VIIRS,n,2,288.24,1.12,N,0,sumatra,2019-09-01
1.90015,100.34816,304.04,0.6,0.7,2019-08-31,1756,N,VIIRS,n,2,287.13,1.69,N,0,sumatra,2019-09-01
1.90236,100.34882,307.56,0.6,0.7,2019-08-31,1756,N,VIIRS,n,2,287.2,2.66,N,0,sumatra,2019-09-01
1.9067,100.34924,300.84,0.6,0.7,2019-08-31,1756,N,VIIRS,n,2,286.91,0.88,N,0,sumatra,2019-09-01
1.91032,100.63276,300.61,0.57,0.69,2019-08-31,1756,N,VIIRS,n,2,287.61,1.51,N,0,sumatra,2019-09-01
1.91189,100.66555,318.78,0.57,0.69,2019-08-31,1756,N,VIIRS,n,2,288.27,7.1,N,0,sumatra,2019-09-01
1.91231,100.6666,308.18,0.57,0.69,2019-08-31,1756,N,VIIRS,n,2,287.92,5.02,N,0,sumatra,2019-09-01
1.91269,100.66028,335.27,0.57,0.69,2019-08-31,1756,N,VIIRS,n,2,289.45,7.1,N,0,sumatra,2019-09-01
1.91308,100.66132,339.66,0.57,0.69,2019-08-31,1756,N,VIIRS,n,2,289.74,7.43,N,0,sumatra,2019-09-01
1.91351,100.65498,314.7,0.57,0.69,2019-08-31,1756,N,VIIRS,n,2,288.27,3.71,N,0,sumatra,2019-09-01
1.91386,100.65602,316.14,0.57,0.69,2019-08-31,1756,N,VIIRS,n,2,288.3,7.43,N,0,sumatra,2019-09-01
1.91398,100.39001,316.63,0.6,0.7,2019-08-31,1756,N,VIIRS,n,2,287.54,3.77,N,0,sumatra,2019-09-01
1.91432,100.64968,306.37,0.57,0.69,2019-08-31,1756,N,VIIRS,n,2,287.67,3.71,N,0,sumatra,2019-09-01
1.91464,100.65071,312.25,0.57,0.69,2019-08-31,1756,N,VIIRS,n,2,288.07,3.98,N,0,sumatra,2019-09-01
1.91751,100.67181,320.41,0.57,0.69,2019-08-31,1756,N,VIIRS,n,2,288.27,6.07,N,0,sumatra,2019-09-01
1.91797,100.67288,309.63,0.57,0.69,2019-08-31,1756,N,VIIRS,n,2,287.53,5.02,N,0,sumatra,2019-09-01
1.91832,100.66654,338.61,0.57,0.69,2019-08-31,1756,N,VIIRS,n,2,290.57,7.1,N,0,sumatra,2019-09-01
1.91874,100.66762,337.26,0.57,0.69,2019-08-31,1756,N,VIIRS,n,2,290.14,5.02,N,0,sumatra,2019-09-01
1.91887,100.40195,301.88,0.59,0.7,2019-08-31,1756,N,VIIRS,n,2,286.83,1.77,N,0,sumatra,2019-09-01
1.91913,100.66126,339.66,0.57,0.69,2019-08-31,1756,N,VIIRS,n,2,290.29,7.1,N,0,sumatra,2019-09-01
1.91952,100.66233,342.12,0.57,0.69,2019-08-31,1756,N,VIIRS,n,2,290.8,7.43,N,0,sumatra,2019-09-01
1.91969,100.39654,308.79,0.59,0.7,2019-08-31,1756,N,VIIRS,n,2,287.88,1.77,N,0,sumatra,2019-09-01
1.91995,100.65596,315.44,0.57,0.69,2019-08-31,1756,N,VIIRS,n,2,288.57,3.71,N,0,sumatra,2019-09-01
1.9203,100.65701,322.78,0.57,0.69,2019-08-31,1756,N,VIIRS,n,2,289.3,7.43,N,0,sumatra,2019-09-01
1.92077,100.65065,304.77,0.57,0.69,2019-08-31,1756,N,VIIRS,n,2,288.27,3.71,N,0,sumatra,2019-09-01
1.92108,100.6517,309.53,0.57,0.69,2019-08-31,1756,N,VIIRS,n,2,288.48,3.98,N,0,sumatra,2019-09-01
1.92395,100.67278,314.73,0.57,0.69,2019-08-31,1756,N,VIIRS,n,2,288.17,7.81,N,0,sumatra,2019-09-01
1.9244,100.67389,300.12,0.57,0.69,2019-08-31,1756,N,VIIRS,n,2,287.41,8.84,N,0,sumatra,2019-09-01
1.92476,100.66752,352.98,0.57,0.69,2019-08-31,1756,N,VIIRS,n,2,291.29,19.07,N,0,sumatra,2019-09-01
1.92518,100.66862,347.99,0.57,0.69,2019-08-31,1756,N,VIIRS,n,2,290.71,8.84,N,0,sumatra,2019-09-01
1.92558,100.66222,367,0.57,0.69,2019-08-31,1756,N,VIIRS,h,2,291.89,19.07,N,0,sumatra,2019-09-01
1.92596,100.66332,367,0.57,0.69,2019-08-31,1756,N,VIIRS,h,2,291.94,22.3,N,0,sumatra,2019-09-01
1.92639,100.65694,367,0.57,0.69,2019-08-31,1756,N,VIIRS,h,2,292.18,14.74,N,0,sumatra,2019-09-01
1.92674,100.658,367,0.57,0.69,2019-08-31,1756,N,VIIRS,h,2,292.01,22.3,N,0,sumatra,2019-09-01
1.92721,100.65164,323.27,0.57,0.69,2019-08-31,1756,N,VIIRS,n,2,288.69,14.74,N,0,sumatra,2019-09-01
1.92753,100.65271,344.46,0.57,0.69,2019-08-31,1756,N,VIIRS,n,2,289.84,15.83,N,0,sumatra,2019-09-01
1.9312,100.66849,367,0.57,0.69,2019-08-31,1756,N,VIIRS,h,2,290.56,19.07,N,0,sumatra,2019-09-01
1.93162,100.6696,333.98,0.57,0.69,2019-08-31,1756,N,VIIRS,n,2,288.4,8.84,N,0,sumatra,2019-09-01
1.93202,100.6632,367,0.57,0.69,2019-08-31,1756,N,VIIRS,h,2,293.29,19.07,N,0,sumatra,2019-09-01
1.9324,100.66432,367,0.57,0.69,2019-08-31,1756,N,VIIRS,h,2,293.71,22.3,N,0,sumatra,2019-09-01
1.93283,100.65792,347.94,0.57,0.69,2019-08-31,1756,N,VIIRS,n,2,291.08,14.74,N,0,sumatra,2019-09-01
1.93294,100.61452,310.11,0.57,0.69,2019-08-31,1756,N,VIIRS,n,2,287.96,1.56,N,0,sumatra,2019-09-01
1.933,100.61555,300.26,0.58,0.69,2019-08-31,1756,N,VIIRS,n,2,287.36,1.4,N,0,sumatra,2019-09-01
1.93318,100.65903,350.48,0.57,0.69,2019-08-31,1756,N,VIIRS,n,2,291.45,22.3,N,0,sumatra,2019-09-01
1.93365,100.65263,306.08,0.57,0.69,2019-08-31,1756,N,VIIRS,n,2,288.73,14.74,N,0,sumatra,2019-09-01
1.93377,100.60918,304.76,0.58,0.69,2019-08-31,1756,N,VIIRS,n,2,287.82,1.56,N,0,sumatra,2019-09-01
