date,time,wind_speed_kmh,wind_direction_degrees
2023-09-04,2023-09-04T01:00,3.8,73
2023-09-04,2023-09-04T02:00,4.3,48
2023-09-04,2023-09-04T03:00,4.5,119
2023-09-04,2023-09-04T04:00,10,210
2023-09-04,2023-09-04T05:00,6.3,211
2023-09-04,2023-09-04T06:00,3.4,108
2023-09-04,2023-09-04T07:00,9,233
2023-09-04,2023-09-04T08:00,8.8,168
2023-09-04,2023-09-04T09:00,0,270
2023-09-04,2023-09-04T10:00,13.2,197
2023-09-04,2023-09-04T11:00,2.7,113
2023-09-04,2023-09-04T12:00,4.2,149
2023-09-04,2023-09-04T13:00,7.7,143
2023-09-04,2023-09-04T14:00,10,142
2023-09-04,2023-09-04T15:00,5.2,196
2023-09-04,2023-09-04T16:00,7.6,211
2023-09-04,2023-09-04T17:00,5,150
2023-09-04,2023-09-04T18:00,4.4,35
2023-09-04,2023-09-04T19:00,6.8,357
2023-09-04,2023-09-04T20:00,6,33
2023-09-04,2023-09-04T21:00,2,315
2023-09-04,2023-09-04T22:00,4.8,333
2023-09-04,2023-09-04T23:00,2.9,263
2023-09-05,2023-09-05T00:00,10.7,318
2023-09-05,2023-09-05T01:00,4.2,59
2023-09-05,2023-09-05T02:00,5.1,352
2023-09-05,2023-09-05T03:00,6.6,229
2023-09-05,2023-09-05T04:00,5.4,228
2023-09-05,2023-09-05T05:00,6.4,142
2023-09-05,2023-09-05T06:00,7.7,191
2023-09-05,2023-09-05T07:00,6.2,126
2023-09-05,2023-09-05T08:00,4.9,107
2023-09-05,2023-09-05T09:00,4.8,117
2023-09-05,2023-09-05T10:00,4.8,103
2023-09-05,2023-09-05T11:00,3.6,90
2023-09-05,2023-09-05T12:00,3.2,117
2023-09-05,2023-09-05T13:00,4.6,141
2023-09-05,2023-09-05T14:00,5.9,166
2023-09-05,2023-09-05T15:00,7.9,227
2023-09-05,2023-09-05T16:00,12.7,227
2023-09-05,2023-09-05T17:00,2.6,236
2023-09-05,2023-09-05T18:00,6.2,97
2023-09-05,2023-09-05T19:00,2.1,31
2023-09-05,2023-09-05T20:00,1.4,360
2023-09-05,2023-09-05T21:00,4.6,342
2023-09-05,2023-09-05T22:00,4.6,315
2023-09-05,2023-09-05T23:00,13.8,290
2023-09-06,2023-09-06T00:00,9.9,350
2023-09-06,2023-09-06T01:00,6.6,338
2023-09-06,2023-09-06T02:00,2.1,31
2023-09-06,2023-09-06T03:00,1.8,233
2023-09-06,2023-09-06T04:00,3.5,156
2023-09-06,2023-09-06T05:00,7,201
2023-09-06,2023-09-06T06:00,5.4,188
2023-09-06,2023-09-06T07:00,4,170
2023-09-06,2023-09-06T08:00,4.9,107
2023-09-06,2023-09-06T09:00,5.7,108
2023-09-06,2023-09-06T10:00,5.6,153
2023-09-06,2023-09-06T11:00,6.3,149
2023-09-06,2023-09-06T12:00,8,162
2023-09-06,2023-09-06T13:00,6.5,177
2023-09-06,2023-09-06T14:00,6.8,183
2023-09-06,2023-09-06T15:00,10.1,197
2023-09-06,2023-09-06T16:00,2.5,360
2023-09-06,2023-09-06T17:00,2.3,288
2023-09-06,2023-09-06T18:00,1.3,124
2023-09-06,2023-09-06T19:00,4.2,149
2023-09-06,2023-09-06T20:00,6.1,140
2023-09-06,2023-09-06T21:00,5.7,125
2023-09-06,2023-09-06T22:00,5.7,125
2023-09-06,2023-09-06T23:00,4.7,99
2023-09-07,2023-09-07T00:00,5.8,86
2023-09-07,2023-09-07T01:00,5.1,82
2023-09-07,2023-09-07T02:00,5,69
2023-09-07,2023-09-07T03:00,5.4,53
2023-09-07,2023-09-07T04:00,5.3,62
2023-09-07,2023-09-07T05:00,3.6,84
2023-09-07,2023-09-07T06:00,4.7,94
2023-09-07,2023-09-07T07:00,3.3,84
2023-09-07,2023-09-07T08:00,2.9,30
2023-09-07,2023-09-07T09:00,0.5,315
2023-09-07,2023-09-07T10:00,1.6,117
2023-09-07,2023-09-07T11:00,1.6,117
2023-09-07,2023-09-07T12:00,0.8,297
2023-09-07,2023-09-07T13:00,1,135
2023-09-07,2023-09-07T14:00,1.6,207
2023-09-07,2023-09-07T15:00,4.2,239
2023-09-07,2023-09-07T16:00,4.3,270
2023-09-07,2023-09-07T17:00,4.5,209
2023-09-07,2023-09-07T18:00,5,201
2023-09-07,2023-09-07T19:00,4.4,125
2023-09-07,2023-09-07T20:00,3.2,117
2023-09-07,2023-09-07T21:00,4.3,265
2023-09-07,2023-09-07T22:00,7,201
2023-09-07,2023-09-07T23:00,8.3,180
2023-09-08,2023-09-08T00:00,2.6,146
2023-09-08,2023-09-08T01:00,2.4,153
2023-09-08,2023-09-08T02:00,2.6,146
2023-09-08,2023-09-08T03:00,2.6,34
2023-09-08,2023-09-08T04:00,2.4,243
2023-09-08,2023-09-08T05:00,4.7,238
2023-09-08,2023-09-08T06:00,2.5,90
2023-09-08,2023-09-08T07:00,3,76
2023-09-08,2023-09-08T08:00,4.8,117
2023-09-08,2023-09-08T09:00,6.5,177
2023-09-08,2023-09-08T10:00,3.5,204
2023-09-08,2023-09-08T11:00,1.5,194
2023-09-08,2023-09-08T12:00,8.1,201
2023-09-08,2023-09-08T13:00,11.8,160
2023-09-08,2023-09-08T14:00,7.5,145
2023-09-08,2023-09-08T15:00,3.9,68
2023-09-08,2023-09-08T16:00,1.1,342
2023-09-08,2023-09-08T17:00,3.3,276
2023-09-08,2023-09-08T18:00,2.9,277
2023-09-08,2023-09-08T19:00,0.8,117
2023-09-08,2023-09-08T20:00,7,339
2023-09-08,2023-09-08T21:00,7.2,252
2023-09-08,2023-09-08T22:00,5.8,187
2023-09-08,2023-09-08T23:00,6.4,142
2023-09-09,2023-09-09T00:00,5.6,153
2023-09-09,2023-09-09T01:00,1.3,146
2023-09-09,2023-09-09T02:00,4.4,9
2023-09-09,2023-09-09T03:00,4.1,52
2023-09-09,2023-09-09T04:00,3.4,58
2023-09-09,2023-09-09T05:00,1.1,108
2023-09-09,2023-09-09T06:00,1.6,63
2023-09-09,2023-09-09T07:00,8,198
2023-09-09,2023-09-09T08:00,2.2,90
2023-09-09,2023-09-09T09:00,2.3,39
2023-09-09,2023-09-09T10:00,5.4,176
2023-09-09,2023-09-09T11:00,5.2,164
2023-09-09,2023-09-09T12:00,6.9,186
2023-09-09,2023-09-09T13:00,8.4,223
2023-09-09,2023-09-09T14:00,9.2,249
2023-09-09,2023-09-09T15:00,12.9,247
2023-09-09,2023-09-09T16:00,6.8,273
2023-09-09,2023-09-09T17:00,5.8,356
2023-09-09,2023-09-09T18:00,5.1,4
2023-09-09,2023-09-09T19:00,4,5
2023-09-09,2023-09-09T20:00,7.2,354
2023-09-09,2023-09-09T21:00,5.2,335
2023-09-09,2023-09-09T22:00,4.3,318
2023-09-09,2023-09-09T23:00,5.4,290
2023-09-10,2023-09-10T00:00,5.5,349
2023-09-10,2023-09-10T01:00,3.2,333
2023-09-10,2023-09-10T02:00,3.6,6
2023-09-10,2023-09-10T03:00,2.6,34
2023-09-10,2023-09-10T04:00,2,135
2023-09-10,2023-09-10T05:00,1.8,143
2023-09-10,2023-09-10T06:00,3.8,139
2023-09-10,2023-09-10T07:00,4.4,125
2023-09-10,2023-09-10T08:00,1,45
2023-09-10,2023-09-10T09:00,6.3,156
2023-09-10,2023-09-10T10:00,4.1,135
2023-09-10,2023-09-10T11:00,1.5,135
2023-09-10,2023-09-10T12:00,3.9,292
2023-09-10,2023-09-10T13:00,6.5,276
2023-09-10,2023-09-10T14:00,5.4,266
2023-09-10,2023-09-10T15:00,5.2,254
2023-09-10,2023-09-10T16:00,11.5,231
2023-09-10,2023-09-10T17:00,1.8,233
2023-09-10,2023-09-10T18:00,4.7,171
2023-09-10,2023-09-10T19:00,3.3,13
2023-09-10,2023-09-10T20:00,3.3,354
2023-09-10,2023-09-10T21:00,4.3,42
2023-09-10,2023-09-10T22:00,3.6,135
2023-09-10,2023-09-10T23:00,5.4,110
2023-09-11,2023-09-11T00:00,7.2,90
2023-09-11,2023-09-11T01:00,7.3,147
2023-09-11,2023-09-11T02:00,6.2,144
2023-09-11,2023-09-11T03:00,3.8,131
2023-09-11,2023-09-11T04:00,2.6,124
2023-09-11,2023-09-11T05:00,2.9,150
2023-09-11,2023-09-11T06:00,1.5,135
2023-09-11,2023-09-11T07:00,2.4,153
2023-09-11,2023-09-11T08:00,5.4,70
2023-09-11,2023-09-11T09:00,5.4,82
2023-09-11,2023-09-11T10:00,1.1,162
2023-09-11,2023-09-11T11:00,9.7,219
2023-09-11,2023-09-11T12:00,2.9,150
2023-09-11,2023-09-11T13:00,6.9,43
2023-09-11,2023-09-11T14:00,5.4,90
2023-09-11,2023-09-11T15:00,5.2,124
2023-09-11,2023-09-11T16:00,5.1,135
2023-09-11,2023-09-11T17:00,5,120
2023-09-11,2023-09-11T18:00,4.8,132
2023-09-11,2023-09-11T19:00,6.5,146
2023-09-11,2023-09-11T20:00,6.9,133
2023-09-11,2023-09-11T21:00,6.7,144
2023-09-11,2023-09-11T22:00,4.9,107
2023-09-11,2023-09-11T23:00,4.9,107
2023-09-12,2023-09-12T00:00,3.7,119
2023-09-12,2023-09-12T01:00,4.6,129
2023-09-12,2023-09-12T02:00,4.6,141
2023-09-12,2023-09-12T03:00,4.7,122
2023-09-12,2023-09-12T04:00,3.1,111
2023-09-12,2023-09-12T05:00,3.7,119
2023-09-12,2023-09-12T06:00,3.2,117
2023-09-12,2023-09-12T07:00,4,117
2023-09-12,2023-09-12T08:00,5.4,86
2023-09-12,2023-09-12T09:00,0.8,63
2023-09-12,2023-09-12T10:00,4.3,270
2023-09-12,2023-09-12T11:00,2.5,262
2023-09-12,2023-09-12T12:00,10.7,140
2023-09-12,2023-09-12T13:00,11.9,155
2023-09-12,2023-09-12T14:00,12.6,175
2023-09-12,2023-09-12T15:00,11.7,171
2023-09-12,2023-09-12T16:00,8.6,123
2023-09-12,2023-09-12T17:00,7.9,114
2023-09-12,2023-09-12T18:00,7.4,104
2023-09-12,2023-09-12T19:00,3.8,107
2023-09-12,2023-09-12T20:00,8.8,71
2023-09-12,2023-09-12T21:00,5,69
2023-09-12,2023-09-12T22:00,3.9,112
2023-09-12,2023-09-12T23:00,4.9,107
2023-09-13,2023-09-13T00:00,4,80
2023-09-13,2023-09-13T01:00,3.3,103
2023-09-13,2023-09-13T02:00,4.1,142
2023-09-13,2023-09-13T03:00,4.4,145
2023-09-13,2023-09-13T04:00,2.1,121
2023-09-13,2023-09-13T05:00,4.2,59
2023-09-13,2023-09-13T06:00,1.1,90
2023-09-13,2023-09-13T07:00,3.4,162
2023-09-13,2023-09-13T08:00,6,327
2023-09-13,2023-09-13T09:00,7.6,5
2023-09-13,2023-09-13T10:00,10.4,256
2023-09-13,2023-09-13T11:00,7.3,11
2023-09-13,2023-09-13T12:00,1.6,27
2023-09-13,2023-09-13T13:00,4.8,153
2023-09-13,2023-09-13T14:00,6.4,164
2023-09-13,2023-09-13T15:00,9.7,158
2023-09-13,2023-09-13T16:00,12.4,158
2023-09-13,2023-09-13T17:00,10.5,164
2023-09-13,2023-09-13T18:00,9.5,171
2023-09-13,2023-09-13T19:00,7.3,189
2023-09-13,2023-09-13T20:00,6.1,50
2023-09-13,2023-09-13T21:00,4.1,75
2023-09-13,2023-09-13T22:00,3.2,90
2023-09-13,2023-09-13T23:00,4.5,76
2023-09-14,2023-09-14T00:00,5.2,56
2023-09-14,2023-09-14T01:00,3.3,77
2023-09-14,2023-09-14T02:00,0.5,135
2023-09-14,2023-09-14T03:00,4.2,121
2023-09-14,2023-09-14T04:00,4,90
2023-09-14,2023-09-14T05:00,2.1,149
2023-09-14,2023-09-14T06:00,3.3,193
2023-09-14,2023-09-14T07:00,1.5,135
2023-09-14,2023-09-14T08:00,1.1,108
2023-09-14,2023-09-14T09:00,2.8,140
2023-09-14,2023-09-14T10:00,5.6,140
2023-09-14,2023-09-14T11:00,8.7,150
2023-09-14,2023-09-14T12:00,12.4,154
2023-09-14,2023-09-14T13:00,13,166
2023-09-14,2023-09-14T14:00,12.8,169
2023-09-14,2023-09-14T15:00,14.2,173
2023-09-14,2023-09-14T16:00,12.3,173
2023-09-14,2023-09-14T17:00,15.4,169
2023-09-14,2023-09-14T18:00,8.9,159
2023-09-14,2023-09-14T19:00,5.6,140
2023-09-14,2023-09-14T20:00,5.2,168
2023-09-14,2023-09-14T21:00,3.4,148
2023-09-14,2023-09-14T22:00,3.6,127
2023-09-14,2023-09-14T23:00,5.6,140
2023-09-15,2023-09-15T00:00,4.6,135
2023-09-15,2023-09-15T01:00,3.3,131
2023-09-15,2023-09-15T02:00,3.9,146
2023-09-15,2023-09-15T03:00,3.2,117
2023-09-15,2023-09-15T04:00,3.6,90
2023-09-15,2023-09-15T05:00,4.7,86
2023-09-15,2023-09-15T06:00,3.6,90
2023-09-15,2023-09-15T07:00,3.6,90
2023-09-15,2023-09-15T08:00,1.8,90
2023-09-15,2023-09-15T09:00,2.3,129
2023-09-15,2023-09-15T10:00,7.1,139
2023-09-15,2023-09-15T11:00,10.8,143
2023-09-15,2023-09-15T12:00,11,148
2023-09-15,2023-09-15T13:00,10.5,176
2023-09-15,2023-09-15T14:00,12.9,193
2023-09-15,2023-09-15T15:00,12.3,195
2023-09-15,2023-09-15T16:00,11,191
2023-09-15,2023-09-15T17:00,13.4,185
2023-09-15,2023-09-15T18:00,11.5,180
2023-09-15,2023-09-15T19:00,5.9,191
2023-09-15,2023-09-15T20:00,5.6,153
2023-09-15,2023-09-15T21:00,3.7,169
2023-09-15,2023-09-15T22:00,1.3,146
2023-09-15,2023-09-15T23:00,2.3,51
2023-09-16,2023-09-16T00:00,5.2,25
2023-09-16,2023-09-16T01:00,6.3,329
2023-09-16,2023-09-16T02:00,5.7,325
2023-09-16,2023-09-16T03:00,3.7,331
2023-09-16,2023-09-16T04:00,3.3,84
2023-09-16,2023-09-16T05:00,1.1,162
2023-09-16,2023-09-16T06:00,5.8,277
2023-09-16,2023-09-16T07:00,4.7,293
2023-09-16,2023-09-16T08:00,6.5,251
2023-09-16,2023-09-16T09:00,6.2,291
2023-09-16,2023-09-16T10:00,11.9,357
2023-09-16,2023-09-16T11:00,5.8,150
2023-09-16,2023-09-16T12:00,4.7,189
2023-09-16,2023-09-16T13:00,6.3,121
2023-09-16,2023-09-16T14:00,5.6,140
2023-09-16,2023-09-16T15:00,6,163
2023-09-16,2023-09-16T16:00,7.2,153
2023-09-16,2023-09-16T17:00,3.3,96
2023-09-16,2023-09-16T18:00,4.2,149
2023-09-16,2023-09-16T19:00,3.7,101
2023-09-16,2023-09-16T20:00,3.1,111
2023-09-16,2023-09-16T21:00,6.6,22
2023-09-16,2023-09-16T22:00,7.4,14
2023-09-16,2023-09-16T23:00,5.5,23
2023-09-17,2023-09-17T00:00,2.3,39
2023-09-17,2023-09-17T01:00,9.5,217
2023-09-17,2023-09-17T02:00,6.6,209
2023-09-17,2023-09-17T03:00,6.3,59
2023-09-17,2023-09-17T04:00,4.6,45
2023-09-17,2023-09-17T05:00,3.3,49
2023-09-17,2023-09-17T06:00,3.4,32
2023-09-17,2023-09-17T07:00,1.6,27
2023-09-17,2023-09-17T08:00,1.1,180
2023-09-17,2023-09-17T09:00,1.8,101
2023-09-17,2023-09-17T10:00,5,180
2023-09-17,2023-09-17T11:00,5.7,162
2023-09-17,2023-09-17T12:00,9.8,172
2023-09-17,2023-09-17T13:00,8.4,121
2023-09-17,2023-09-17T14:00,6.4,142
2023-09-17,2023-09-17T15:00,17.7,174
2023-09-17,2023-09-17T16:00,10,193
2023-09-17,2023-09-17T17:00,8.4,173
2023-09-17,2023-09-17T18:00,5.8,94
2023-09-17,2023-09-17T19:00,3.8,41
2023-09-17,2023-09-17T20:00,5.5,122
2023-09-17,2023-09-17T21:00,4.7,67
2023-09-17,2023-09-17T22:00,3.6,127
2023-09-17,2023-09-17T23:00,5,120
2023-09-18,2023-09-18T00:00,4,175
2023-09-18,2023-09-18T01:00,4.6,135
2023-09-18,2023-09-18T02:00,3,104
2023-09-18,2023-09-18T03:00,1.9,158
2023-09-18,2023-09-18T04:00,2.1,211
2023-09-18,2023-09-18T05:00,4.6,72
2023-09-18,2023-09-18T06:00,1.8,349
2023-09-18,2023-09-18T07:00,1.8,11
2023-09-18,2023-09-18T08:00,5.2,74
2023-09-18,2023-09-18T09:00,6.8,87
2023-09-18,2023-09-18T10:00,7.4,104
2023-09-18,2023-09-18T11:00,6.2,126
2023-09-18,2023-09-18T12:00,5.6,165
2023-09-18,2023-09-18T13:00,8,175
2023-09-18,2023-09-18T14:00,8.7,187
2023-09-18,2023-09-18T15:00,9.1,198
2023-09-18,2023-09-18T16:00,11.2,178
2023-09-18,2023-09-18T17:00,11,157
2023-09-18,2023-09-18T18:00,9.4,148
2023-09-18,2023-09-18T19:00,4.6,129
2023-09-18,2023-09-18T20:00,10.1,92
2023-09-18,2023-09-18T21:00,3.9,124
2023-09-18,2023-09-18T22:00,4,175
2023-09-18,2023-09-18T23:00,1.6,207
2023-09-19,2023-09-19T00:00,3.6,90
2023-09-19,2023-09-19T01:00,3.3,139
2023-09-19,2023-09-19T02:00,4.5,104
2023-09-19,2023-09-19T03:00,1,135
2023-09-19,2023-09-19T04:00,6.5,264
2023-09-19,2023-09-19T05:00,6.9,43
2023-09-19,2023-09-19T06:00,3.3,257
2023-09-19,2023-09-19T07:00,6.7,144
2023-09-19,2023-09-19T08:00,4.3,185
2023-09-19,2023-09-19T09:00,4.7,247
2023-09-19,2023-09-19T10:00,13.3,161
2023-09-19,2023-09-19T11:00,4.7,176
2023-09-19,2023-09-19T12:00,6.8,65
2023-09-19,2023-09-19T13:00,2,135
2023-09-19,2023-09-19T14:00,5.6,153
2023-09-19,2023-09-19T15:00,5.5,157
2023-09-19,2023-09-19T16:00,3.3,103
2023-09-19,2023-09-19T17:00,10.4,326
2023-09-19,2023-09-19T18:00,8.2,29
2023-09-19,2023-09-19T19:00,4.4,55
2023-09-19,2023-09-19T20:00,4.2,329
2023-09-19,2023-09-19T21:00,6,17
2023-09-19,2023-09-19T22:00,7.2,162
2023-09-19,2023-09-19T23:00,15.5,179
2023-09-20,2023-09-20T00:00,3.8,49
2023-09-20,2023-09-20T01:00,2.5,225
2023-09-20,2023-09-20T02:00,1.8,11
2023-09-20,2023-09-20T03:00,1.8,127
2023-09-20,2023-09-20T04:00,4.3,204
2023-09-20,2023-09-20T05:00,4.6,219
2023-09-20,2023-09-20T06:00,1.3,124
2023-09-20,2023-09-20T07:00,0.8,63
2023-09-20,2023-09-20T08:00,2.3,141
2023-09-20,2023-09-20T09:00,6.6,209
2023-09-20,2023-09-20T10:00,5.5,259
2023-09-20,2023-09-20T11:00,6.5,251
2023-09-20,2023-09-20T12:00,6.1,242
2023-09-20,2023-09-20T13:00,8,216
2023-09-20,2023-09-20T14:00,11.5,321
2023-09-20,2023-09-20T15:00,4,80
2023-09-20,2023-09-20T16:00,9,29
2023-09-20,2023-09-20T17:00,4.8,347
2023-09-20,2023-09-20T18:00,3.3,264
2023-09-20,2023-09-20T19:00,1.5,166
2023-09-20,2023-09-20T20:00,4.7,176
2023-09-20,2023-09-20T21:00,1.4,180
2023-09-20,2023-09-20T22:00,2.2,189
2023-09-20,2023-09-20T23:00,3.1,144
2023-09-21,2023-09-21T00:00,6.7,196
2023-09-21,2023-09-21T01:00,2.9,187
2023-09-21,2023-09-21T02:00,4.2,149
2023-09-21,2023-09-21T03:00,2.4,63
2023-09-21,2023-09-21T04:00,2,135
2023-09-21,2023-09-21T05:00,5.8,187
2023-09-21,2023-09-21T06:00,6.1,230
2023-09-21,2023-09-21T07:00,5,270
2023-09-21,2023-09-21T08:00,3.6,84
2023-09-21,2023-09-21T09:00,8,275
2023-09-21,2023-09-21T10:00,14.1,267
2023-09-21,2023-09-21T11:00,9.9,280
2023-09-21,2023-09-21T12:00,10.2,309
2023-09-21,2023-09-21T13:00,8.7,308
2023-09-21,2023-09-21T14:00,7.9,313
2023-09-21,2023-09-21T15:00,8.5,306
2023-09-21,2023-09-21T16:00,12.1,307
2023-09-21,2023-09-21T17:00,7.9,240
2023-09-21,2023-09-21T18:00,9.2,312
2023-09-21,2023-09-21T19:00,8.9,328
2023-09-21,2023-09-21T20:00,6.6,299
2023-09-21,2023-09-21T21:00,7.7,259
2023-09-21,2023-09-21T22:00,6.1,242
2023-09-21,2023-09-21T23:00,7.7,332
2023-09-22,2023-09-22T00:00,8.4,295
2023-09-22,2023-09-22T01:00,5.1,309
2023-09-22,2023-09-22T02:00,10.8,268
2023-09-22,2023-09-22T03:00,5.2,304
2023-09-22,2023-09-22T04:00,7.9,321
2023-09-22,2023-09-22T05:00,3.6,323
2023-09-22,2023-09-22T06:00,5.9,322
2023-09-22,2023-09-22T07:00,5,291
2023-09-22,2023-09-22T08:00,11.9,305
2023-09-22,2023-09-22T09:00,5.9,308
2023-09-22,2023-09-22T10:00,1.4,180
2023-09-22,2023-09-22T11:00,1.8,90
2023-09-22,2023-09-22T12:00,2.3,321
2023-09-22,2023-09-22T13:00,8.4,320
2023-09-22,2023-09-22T14:00,12.5,321
2023-09-22,2023-09-22T15:00,14.3,311
2023-09-22,2023-09-22T16:00,12.8,310
2023-09-22,2023-09-22T17:00,11,308
2023-09-22,2023-09-22T18:00,9.9,314
2023-09-22,2023-09-22T19:00,5.6,297
2023-09-22,2023-09-22T20:00,11.9,268
2023-09-22,2023-09-22T21:00,6.4,286
2023-09-22,2023-09-22T22:00,4.7,279
2023-09-22,2023-09-22T23:00,0.8,297
2023-09-23,2023-09-23T00:00,1.4,90
2023-09-23,2023-09-23T01:00,1.6,117
2023-09-23,2023-09-23T02:00,1.3,214
2023-09-23,2023-09-23T03:00,5.2,295
2023-09-23,2023-09-23T04:00,0.7,270
2023-09-23,2023-09-23T05:00,3.8,287
2023-09-23,2023-09-23T06:00,3.6,233
2023-09-23,2023-09-23T07:00,1.1,162
2023-09-23,2023-09-23T08:00,2.9,240
2023-09-23,2023-09-23T09:00,9.1,214
2023-09-23,2023-09-23T10:00,7.1,225
2023-09-23,2023-09-23T11:00,2.1,121
2023-09-23,2023-09-23T12:00,1.9,338
2023-09-23,2023-09-23T13:00,5.4,270
2023-09-23,2023-09-23T14:00,9.9,303
2023-09-23,2023-09-23T15:00,6.2,260
2023-09-23,2023-09-23T16:00,4.6,315
2023-09-23,2023-09-23T17:00,5.5,349
2023-09-23,2023-09-23T18:00,9.2,315
2023-09-23,2023-09-23T19:00,8.7,312
2023-09-23,2023-09-23T20:00,4,333
2023-09-23,2023-09-23T21:00,7.6,295
2023-09-23,2023-09-23T22:00,7.6,315
2023-09-23,2023-09-23T23:00,8.9,317
2023-09-24,2023-09-24T00:00,8.7,322
2023-09-24,2023-09-24T01:00,8.1,315
2023-09-24,2023-09-24T02:00,12.7,299
2023-09-24,2023-09-24T03:00,8.9,291
2023-09-24,2023-09-24T04:00,9.9,289
2023-09-24,2023-09-24T05:00,8.1,291
2023-09-24,2023-09-24T06:00,7.6,273
2023-09-24,2023-09-24T07:00,7.9,267
2023-09-24,2023-09-24T08:00,6,253
2023-09-24,2023-09-24T09:00,6.2,306
2023-09-24,2023-09-24T10:00,12,309
2023-09-24,2023-09-24T11:00,17.4,297
2023-09-24,2023-09-24T12:00,17.8,306
2023-09-24,2023-09-24T13:00,18.3,315
2023-09-24,2023-09-24T14:00,11.8,282
2023-09-24,2023-09-24T15:00,15.3,289
2023-09-24,2023-09-24T16:00,13.7,305
2023-09-24,2023-09-24T17:00,12.5,311
2023-09-24,2023-09-24T18:00,7.4,309
2023-09-24,2023-09-24T19:00,6.7,306
2023-09-24,2023-09-24T20:00,5.4,222
2023-09-24,2023-09-24T21:00,3.9,158
2023-09-24,2023-09-24T22:00,1.8,53
2023-09-24,2023-09-24T23:00,1.5,256
2023-09-25,2023-09-25T00:00,1,45
2023-09-25,2023-09-25T01:00,4.4,145
2023-09-25,2023-09-25T02:00,4.7,157
2023-09-25,2023-09-25T03:00,2.5,172
2023-09-25,2023-09-25T04:00,3.2,207
2023-09-25,2023-09-25T05:00,3.9,158
2023-09-25,2023-09-25T06:00,4.7,81
2023-09-25,2023-09-25T07:00,2.4,63
2023-09-25,2023-09-25T08:00,1.8,37
2023-09-25,2023-09-25T09:00,3.9,292
